AP890102-0139 4:0.4489247311827957 15:0.19086021505376344 1:0.11200716845878136 7:0.10125448028673835 0:0.06182795698924731 3:0.02956989247311828 11:0.01881720430107527 5:0.015232974910394265 6:0.004480286738351254 8:0.004480286738351254 10:0.004480286738351254 12:8.960573476702509E-4 13:8.960573476702509E-4 14:8.960573476702509E-4 16:8.960573476702509E-4 17:8.960573476702509E-4 18:8.960573476702509E-4 19:8.960573476702509E-4 2:8.960573476702509E-4 9:8.960573476702509E-4
AP890201-0003 13:0.604420731707317 15:0.2660060975609756 0:0.04954268292682927 7:0.019054878048780487 11:0.01600609756097561 1:0.012957317073170731 10:0.012957317073170731 12:0.0038109756097560975 16:0.0038109756097560975 5:0.0038109756097560975 14:7.621951219512195E-4 17:7.621951219512195E-4 18:7.621951219512195E-4 19:7.621951219512195E-4 2:7.621951219512195E-4 3:7.621951219512195E-4 4:7.621951219512195E-4 6:7.621951219512195E-4 8:7.621951219512195E-4 9:7.621951219512195E-4
AP890201-0118 7:0.438212927756654 15:0.20627376425855512 13:0.1150190114068441 11:0.05798479087452472 10:0.05038022813688213 1:0.03897338403041825 2:0.03517110266159696 0:0.02376425855513308 6:0.012357414448669201 12:0.004752851711026616 16:0.004752851711026616 5:0.004752851711026616 14:9.505703422053232E-4 17:9.505703422053232E-4 18:9.505703422053232E-4 19:9.505703422053232E-4 3:9.505703422053232E-4 4:9.505703422053232E-4 8:9.505703422053232E-4 9:9.505703422053232E-4
AP890201-0260 18:0.8117088607594937 5:0.15981012658227847 11:0.0015822784810126582 12:0.0015822784810126582 13:0.0015822784810126582 14:0.0015822784810126582 15:0.0015822784810126582 16:0.0015822784810126582 17:0.0015822784810126582 19:0.0015822784810126582 0:0.0015822784810126582 1:0.0015822784810126582 2:0.0015822784810126582 3:0.0015822784810126582 4:0.0015822784810126582 6:0.0015822784810126582 7:0.0015822784810126582 8:0.0015822784810126582 9:0.0015822784810126582 10:0.0015822784810126582
AP890201-0264 18:0.7787769784172662 5:0.11690647482014388 15:0.030575539568345324 16:0.01618705035971223 11:0.008992805755395683 12:0.008992805755395683 1:0.008992805755395683 8:0.008992805755395683 13:0.0017985611510791368 14:0.0017985611510791368 17:0.0017985611510791368 19:0.0017985611510791368 0:0.0017985611510791368 2:0.0017985611510791368 3:0.0017985611510791368 4:0.0017985611510791368 6:0.0017985611510791368 7:0.0017985611510791368 9:0.0017985611510791368 10:0.0017985611510791368
AP890201-0271 18:0.7877358490566038 5:0.15251572327044025 6:0.014150943396226415 17:0.007861635220125786 0:0.007861635220125786 10:0.007861635220125786 11:0.0015723270440251573 12:0.0015723270440251573 13:0.0015723270440251573 14:0.0015723270440251573 15:0.0015723270440251573 16:0.0015723270440251573 19:0.0015723270440251573 1:0.0015723270440251573 2:0.0015723270440251573 3:0.0015723270440251573 4:0.0015723270440251573 7:0.0015723270440251573 8:0.0015723270440251573 9:0.0015723270440251573
AP890201-0272 5:0.49142156862745096 17:0.2757352941176471 15:0.06004901960784314 0:0.05024509803921569 9:0.030637254901960783 14:0.020833333333333332 2:0.015931372549019607 6:0.015931372549019607 18:0.011029411764705883 8:0.011029411764705883 7:0.006127450980392157 11:0.0012254901960784314 12:0.0012254901960784314 13:0.0012254901960784314 16:0.0012254901960784314 19:0.0012254901960784314 1:0.0012254901960784314 3:0.0012254901960784314 4:0.0012254901960784314 10:0.0012254901960784314
AP890201-0273 18:0.8117088607594937 5:0.15981012658227847 11:0.0015822784810126582 12:0.0015822784810126582 13:0.0015822784810126582 14:0.0015822784810126582 15:0.0015822784810126582 16:0.0015822784810126582 17:0.0015822784810126582 19:0.0015822784810126582 0:0.0015822784810126582 1:0.0015822784810126582 2:0.0015822784810126582 3:0.0015822784810126582 4:0.0015822784810126582 6:0.0015822784810126582 7:0.0015822784810126582 8:0.0015822784810126582 9:0.0015822784810126582 10:0.0015822784810126582
AP890201-0277 18:0.7703125 5:0.1828125 13:0.0078125 2:0.0078125 7:0.0078125 11:0.0015625 12:0.0015625 14:0.0015625 15:0.0015625 16:0.0015625 17:0.0015625 19:0.0015625 0:0.0015625 1:0.0015625 3:0.0015625 4:0.0015625 6:0.0015625 8:0.0015625 9:0.0015625 10:0.0015625
AP890201-0284 18:0.7129629629629629 5:0.19032921810699588 17:0.029835390946502057 14:0.0257201646090535 11:0.013374485596707819 1:0.009259259259259259 13:0.0051440329218107 12:0.00102880658436214 15:0.00102880658436214 16:0.00102880658436214 19:0.00102880658436214 0:0.00102880658436214 2:0.00102880658436214 3:0.00102880658436214 4:0.00102880658436214 6:0.00102880658436214 7:0.00102880658436214 8:0.00102880658436214 9:0.00102880658436214 10:0.00102880658436214
AP890202-0168 12:0.6230569948186528 9:0.11528497409326424 15:0.08937823834196891 13:0.05310880829015544 2:0.03238341968911917 14:0.022020725388601035 0:0.022020725388601035 8:0.011658031088082901 10:0.011658031088082901 18:0.006476683937823834 11:0.0012953367875647669 16:0.0012953367875647669 17:0.0012953367875647669 19:0.0012953367875647669 1:0.0012953367875647669 3:0.0012953367875647669 4:0.0012953367875647669 5:0.0012953367875647669 6:0.0012953367875647669 7:0.0012953367875647669
AP890202-0296 11:0.486328125 10:0.314453125 5:0.087890625 15:0.064453125 3:0.009765625 9:0.009765625 12:0.001953125 13:0.001953125 14:0.001953125 16:0.001953125 17:0.001953125 18:0.001953125 19:0.001953125 0:0.001953125 1:0.001953125 2:0.001953125 4:0.001953125 6:0.001953125 7:0.001953125 8:0.001953125
AP890203-0166 17:0.5215163934426229 9:0.2510245901639344 15:0.16495901639344263 10:0.02151639344262295 11:0.01331967213114754 12:0.005122950819672131 14:0.005122950819672131 18:0.005122950819672131 13:0.0010245901639344263 16:0.0010245901639344263 19:0.0010245901639344263 0:0.0010245901639344263 1:0.0010245901639344263 2:0.0010245901639344263 3:0.0010245901639344263 4:0.0010245901639344263 5:0.0010245901639344263 6:0.0010245901639344263 7:0.0010245901639344263 8:0.0010245901639344263
AP890203-0226 6:0.5148809523809523 5:0.13392857142857142 9:0.11011904761904762 12:0.050595238095238096 19:0.050595238095238096 15:0.03869047619047619 10:0.03869047619047619 4:0.01488095238095238 8:0.01488095238095238 11:0.002976190476190476 13:0.002976190476190476 14:0.002976190476190476 16:0.002976190476190476 17:0.002976190476190476 18:0.002976190476190476 0:0.002976190476190476 1:0.002976190476190476 2:0.002976190476190476 3:0.002976190476190476 7:0.002976190476190476
AP890205-0056 2:0.7630813953488372 3:0.059593023255813955 10:0.04796511627906977 15:0.04215116279069767 1:0.024709302325581394 17:0.01308139534883721 5:0.01308139534883721 18:0.007267441860465116 0:0.007267441860465116 7:0.007267441860465116 11:0.0014534883720930232 12:0.0014534883720930232 13:0.0014534883720930232 14:0.0014534883720930232 16:0.0014534883720930232 19:0.0014534883720930232 4:0.0014534883720930232 6:0.0014534883720930232 8:0.0014534883720930232 9:0.0014534883720930232
AP890205-0094 11:0.758130081300813 5:0.08333333333333333 17:0.05894308943089431 16:0.018292682926829267 1:0.018292682926829267 15:0.01016260162601626 18:0.01016260162601626 8:0.01016260162601626 9:0.01016260162601626 12:0.0020325203252032522 13:0.0020325203252032522 14:0.0020325203252032522 19:0.0020325203252032522 0:0.0020325203252032522 2:0.0020325203252032522 3:0.0020325203252032522 4:0.0020325203252032522 6:0.0020325203252032522 7:0.0020325203252032522 10:0.0020325203252032522
AP890206-0195 2:0.21511627906976744 3:0.18255813953488373 14:0.08488372093023255 4:0.08023255813953488 10:0.0755813953488372 16:0.07093023255813953 1:0.07093023255813953 6:0.05232558139534884 15:0.04302325581395349 5:0.029069767441860465 18:0.019767441860465116 19:0.019767441860465116 8:0.019767441860465116 9:0.015116279069767442 11:0.010465116279069767 7:0.005813953488372093 12:0.0011627906976744186 13:0.0011627906976744186 17:0.0011627906976744186 0:0.0011627906976744186
AP890206-0235 11:0.6449044585987261 5:0.12261146496815287 17:0.07165605095541401 1:0.04617834394904458 0:0.03980891719745223 16:0.027070063694267517 14:0.007961783439490446 15:0.007961783439490446 19:0.007961783439490446 6:0.007961783439490446 12:0.0015923566878980893 13:0.0015923566878980893 18:0.0015923566878980893 2:0.0015923566878980893 3:0.0015923566878980893 4:0.0015923566878980893 7:0.0015923566878980893 8:0.0015923566878980893 9:0.0015923566878980893 10:0.0015923566878980893
AP890207-0016 10:0.20522388059701493 5:0.18034825870646767 8:0.15049751243781095 19:0.13059701492537312 9:0.07587064676616916 14:0.055970149253731345 15:0.055970149253731345 6:0.041044776119402986 1:0.026119402985074626 2:0.026119402985074626 17:0.021144278606965175 7:0.011194029850746268 12:0.006218905472636816 16:0.006218905472636816 11:0.0012437810945273632 13:0.0012437810945273632 18:0.0012437810945273632 0:0.0012437810945273632 3:0.0012437810945273632 4:0.0012437810945273632
AP890207-0160 2:0.19915254237288135 1:0.1765536723163842 4:0.1652542372881356 3:0.1483050847457627 14:0.09745762711864407 5:0.08050847457627118 16:0.029661016949152543 17:0.02401129943502825 15:0.018361581920903956 9:0.018361581920903956 13:0.012711864406779662 7:0.012711864406779662 11:0.007062146892655367 12:0.0014124293785310734 18:0.0014124293785310734 19:0.0014124293785310734 0:0.0014124293785310734 6:0.0014124293785310734 8:0.0014124293785310734 10:0.0014124293785310734
AP890207-0188 19:0.19311377245508982 5:0.18712574850299402 9:0.1631736526946108 8:0.08532934131736528 15:0.07335329341317365 1:0.07335329341317365 10:0.061377245508982034 0:0.04341317365269461 17:0.0374251497005988 13:0.019461077844311378 6:0.019461077844311378 11:0.01347305389221557 16:0.0074850299401197605 18:0.0074850299401197605 2:0.0074850299401197605 12:0.0014970059880239522 14:0.0014970059880239522 3:0.0014970059880239522 4:0.0014970059880239522 7:0.0014970059880239522
AP890207-0225 17:0.32894736842105265 5:0.2236842105263158 14:0.17105263157894737 13:0.06578947368421052 11:0.013157894736842105 12:0.013157894736842105 15:0.013157894736842105 16:0.013157894736842105 18:0.013157894736842105 19:0.013157894736842105 0:0.013157894736842105 1:0.013157894736842105 2:0.013157894736842105 3:0.013157894736842105 4:0.013157894736842105 6:0.013157894736842105 7:0.013157894736842105 8:0.013157894736842105 9:0.013157894736842105 10:0.013157894736842105
AP890208-0020 1:0.43041237113402064 2:0.10051546391752578 15:0.09020618556701031 19:0.07989690721649484 10:0.07989690721649484 7:0.0661512027491409 14:0.03865979381443299 3:0.03178694158075601 18:0.028350515463917526 9:0.02491408934707904 6:0.01804123711340206 11:0.00429553264604811 12:8.59106529209622E-4 13:8.59106529209622E-4 16:8.59106529209622E-4 17:8.59106529209622E-4 0:8.59106529209622E-4 4:8.59106529209622E-4 5:8.59106529209622E-4 8:8.59106529209622E-4
AP890208-0036 9:0.5975765306122449 15:0.1434948979591837 1:0.10778061224489796 12:0.046556122448979595 10:0.03125 6:0.023596938775510203 0:0.013392857142857142 19:0.010841836734693877 16:0.008290816326530613 5:0.005739795918367347 17:0.0031887755102040817 8:0.0031887755102040817 11:6.377551020408163E-4 13:6.377551020408163E-4 14:6.377551020408163E-4 18:6.377551020408163E-4 2:6.377551020408163E-4 3:6.377551020408163E-4 4:6.377551020408163E-4 7:6.377551020408163E-4
AP890208-0085 5:0.21351674641148324 10:0.2063397129186603 9:0.17763157894736842 14:0.10107655502392345 12:0.07954545454545454 15:0.07476076555023924 19:0.02930622009569378 17:0.022129186602870814 8:0.022129186602870814 0:0.019736842105263157 4:0.017344497607655503 7:0.014952153110047847 11:0.005382775119617225 16:0.005382775119617225 18:0.005382775119617225 1:0.0029904306220095694 13:5.980861244019139E-4 2:5.980861244019139E-4 3:5.980861244019139E-4 6:5.980861244019139E-4
AP890208-0105 9:0.32337526205450734 15:0.2688679245283019 8:0.07180293501048218 11:0.06970649895178196 0:0.05922431865828092 13:0.044549266247379454 1:0.03825995807127883 7:0.036163522012578615 12:0.02358490566037736 2:0.01939203354297694 17:0.01310272536687631 3:0.01310272536687631 16:0.0047169811320754715 5:0.0047169811320754715 10:0.0047169811320754715 14:0.002620545073375262 18:5.241090146750524E-4 19:5.241090146750524E-4 4:5.241090146750524E-4 6:5.241090146750524E-4
AP890208-0314 5:0.7088509316770186 11:0.18400621118012422 18:0.03804347826086957 15:0.016304347826086956 16:0.013198757763975156 9:0.013198757763975156 13:0.010093167701863354 0:0.0038819875776397515 6:0.0038819875776397515 12:7.763975155279503E-4 14:7.763975155279503E-4 17:7.763975155279503E-4 19:7.763975155279503E-4 1:7.763975155279503E-4 2:7.763975155279503E-4 3:7.763975155279503E-4 4:7.763975155279503E-4 7:7.763975155279503E-4 8:7.763975155279503E-4 10:7.763975155279503E-4
AP890209-0117 0:0.2824675324675325 9:0.2435064935064935 15:0.16125541125541126 10:0.14826839826839827 1:0.07900432900432901 3:0.044372294372294376 19:0.00974025974025974 4:0.00974025974025974 11:0.005411255411255411 17:0.005411255411255411 12:0.0010822510822510823 13:0.0010822510822510823 14:0.0010822510822510823 16:0.0010822510822510823 18:0.0010822510822510823 2:0.0010822510822510823 5:0.0010822510822510823 6:0.0010822510822510823 7:0.0010822510822510823 8:0.0010822510822510823
AP890209-0216 18:0.49131274131274133 15:0.19015444015444016 9:0.1476833976833977 5:0.05115830115830116 17:0.04343629343629344 10:0.04343629343629344 1:0.016409266409266408 2:0.004826254826254826 11:9.652509652509653E-4 12:9.652509652509653E-4 13:9.652509652509653E-4 14:9.652509652509653E-4 16:9.652509652509653E-4 19:9.652509652509653E-4 0:9.652509652509653E-4 3:9.652509652509653E-4 4:9.652509652509653E-4 6:9.652509652509653E-4 7:9.652509652509653E-4 8:9.652509652509653E-4
AP890209-0218 5:0.6844879518072289 11:0.22364457831325302 18:0.021837349397590362 17:0.01882530120481928 15:0.012801204819277108 8:0.012801204819277108 6:0.009789156626506024 1:0.00677710843373494 12:7.530120481927711E-4 13:7.530120481927711E-4 14:7.530120481927711E-4 16:7.530120481927711E-4 19:7.530120481927711E-4 0:7.530120481927711E-4 2:7.530120481927711E-4 3:7.530120481927711E-4 4:7.530120481927711E-4 7:7.530120481927711E-4 9:7.530120481927711E-4 10:7.530120481927711E-4
AP890209-0226 5:0.6173780487804879 18:0.1722560975609756 15:0.056402439024390245 6:0.03201219512195122 16:0.025914634146341462 17:0.025914634146341462 1:0.025914634146341462 19:0.013719512195121951 13:0.007621951219512195 9:0.007621951219512195 11:0.001524390243902439 12:0.001524390243902439 14:0.001524390243902439 0:0.001524390243902439 2:0.001524390243902439 3:0.001524390243902439 4:0.001524390243902439 7:0.001524390243902439 8:0.001524390243902439 10:0.001524390243902439
AP890209-0249 5:0.6954545454545454 6:0.18636363636363637 0:0.022727272727272728 8:0.022727272727272728 11:0.004545454545454545 12:0.004545454545454545 13:0.004545454545454545 14:0.004545454545454545 15:0.004545454545454545 16:0.004545454545454545 17:0.004545454545454545 18:0.004545454545454545 19:0.004545454545454545 1:0.004545454545454545 2:0.004545454545454545 3:0.004545454545454545 4:0.004545454545454545 7:0.004545454545454545 9:0.004545454545454545 10:0.004545454545454545
AP890209-0262 18:0.5817567567567568 15:0.15743243243243243 9:0.07094594594594594 19:0.05472972972972973 11:0.046621621621621624 10:0.038513513513513516 1:0.01418918918918919 3:0.011486486486486487 17:0.006081081081081081 16:0.0033783783783783786 4:0.0033783783783783786 6:0.0033783783783783786 8:0.0033783783783783786 12:6.756756756756757E-4 13:6.756756756756757E-4 14:6.756756756756757E-4 0:6.756756756756757E-4 2:6.756756756756757E-4 5:6.756756756756757E-4 7:6.756756756756757E-4
AP890210-0060 1:0.33161157024793386 10:0.253099173553719 3:0.20764462809917356 12:0.06301652892561983 8:0.0506198347107438 9:0.042355371900826444 19:0.029958677685950414 17:0.009297520661157025 11:0.0010330578512396695 13:0.0010330578512396695 14:0.0010330578512396695 15:0.0010330578512396695 16:0.0010330578512396695 18:0.0010330578512396695 0:0.0010330578512396695 2:0.0010330578512396695 4:0.0010330578512396695 5:0.0010330578512396695 6:0.0010330578512396695 7:0.0010330578512396695
AP890210-0249 18:0.6660714285714285 15:0.11607142857142858 9:0.11607142857142858 17:0.030357142857142857 6:0.023214285714285715 5:0.01607142857142857 12:0.008928571428571428 11:0.0017857142857142857 13:0.0017857142857142857 14:0.0017857142857142857 16:0.0017857142857142857 19:0.0017857142857142857 0:0.0017857142857142857 1:0.0017857142857142857 2:0.0017857142857142857 3:0.0017857142857142857 4:0.0017857142857142857 7:0.0017857142857142857 8:0.0017857142857142857 10:0.0017857142857142857
AP890211-0157 3:0.45422535211267606 7:0.13028169014084506 15:0.11619718309859155 1:0.0880281690140845 18:0.05985915492957746 13:0.03169014084507042 2:0.03169014084507042 8:0.03169014084507042 17:0.017605633802816902 11:0.0035211267605633804 12:0.0035211267605633804 14:0.0035211267605633804 16:0.0035211267605633804 19:0.0035211267605633804 0:0.0035211267605633804 4:0.0035211267605633804 5:0.0035211267605633804 6:0.0035211267605633804 9:0.0035211267605633804 10:0.0035211267605633804
AP890212-0011 3:0.2833333333333333 1:0.20925925925925926 17:0.12777777777777777 8:0.08333333333333333 15:0.06851851851851852 6:0.06851851851851852 7:0.06851851851851852 0:0.046296296296296294 11:0.016666666666666666 13:0.009259259259259259 12:0.001851851851851852 14:0.001851851851851852 16:0.001851851851851852 18:0.001851851851851852 19:0.001851851851851852 2:0.001851851851851852 4:0.001851851851851852 5:0.001851851851851852 9:0.001851851851851852 10:0.001851851851851852
AP890212-0033 10:0.2206439393939394 15:0.17140151515151514 11:0.16761363636363635 9:0.12215909090909091 7:0.09185606060606061 0:0.061553030303030304 3:0.04640151515151515 6:0.035037878787878785 12:0.027462121212121212 13:0.016098484848484848 17:0.008522727272727272 19:0.008522727272727272 5:0.008522727272727272 4:0.004734848484848485 8:0.004734848484848485 14:9.46969696969697E-4 16:9.46969696969697E-4 18:9.46969696969697E-4 1:9.46969696969697E-4 2:9.46969696969697E-4
AP890213-0242 18:0.6960227272727273 15:0.13920454545454544 16:0.036931818181818184 6:0.036931818181818184 9:0.036931818181818184 3:0.014204545454545454 11:0.002840909090909091 12:0.002840909090909091 13:0.002840909090909091 14:0.002840909090909091 17:0.002840909090909091 19:0.002840909090909091 0:0.002840909090909091 1:0.002840909090909091 2:0.002840909090909091 4:0.002840909090909091 5:0.002840909090909091 7:0.002840909090909091 8:0.002840909090909091 10:0.002840909090909091
