AP890101-0002 8:0.3691646191646192 1:0.20945945945945946 5:0.12837837837837837 16:0.09643734643734644 13:0.0472972972972973 0:0.04484029484029484 2:0.030098280098280097 3:0.025184275184275184 17:0.02027027027027027 7:0.015356265356265357 19:0.005528255528255528 15:0.003071253071253071 11:6.142506142506142E-4 12:6.142506142506142E-4 14:6.142506142506142E-4 18:6.142506142506142E-4 4:6.142506142506142E-4 6:6.142506142506142E-4 9:6.142506142506142E-4 10:6.142506142506142E-4
AP890124-0107 6:0.45588235294117646 11:0.21274509803921568 3:0.08333333333333333 18:0.07156862745098039 16:0.059803921568627454 15:0.05588235294117647 14:0.024509803921568627 7:0.012745098039215686 4:0.008823529411764706 2:0.004901960784313725 12:9.80392156862745E-4 13:9.80392156862745E-4 17:9.80392156862745E-4 19:9.80392156862745E-4 0:9.80392156862745E-4 1:9.80392156862745E-4 5:9.80392156862745E-4 8:9.80392156862745E-4 9:9.80392156862745E-4 10:9.80392156862745E-4
AP890124-0111 18:0.3081140350877193 16:0.18969298245614036 7:0.17653508771929824 3:0.10635964912280702 4:0.10197368421052631 5:0.03618421052631579 1:0.023026315789473683 10:0.023026315789473683 2:0.009868421052631578 14:0.005482456140350877 17:0.005482456140350877 19:0.005482456140350877 11:0.0010964912280701754 12:0.0010964912280701754 13:0.0010964912280701754 15:0.0010964912280701754 0:0.0010964912280701754 6:0.0010964912280701754 8:0.0010964912280701754 9:0.0010964912280701754
AP890124-0178 6:0.42403846153846153 11:0.2778846153846154 18:0.09326923076923077 3:0.08942307692307692 16:0.06634615384615385 14:0.0125 15:0.008653846153846154 8:0.008653846153846154 2:0.004807692307692308 10:0.004807692307692308 12:9.615384615384616E-4 13:9.615384615384616E-4 17:9.615384615384616E-4 19:9.615384615384616E-4 0:9.615384615384616E-4 1:9.615384615384616E-4 4:9.615384615384616E-4 5:9.615384615384616E-4 7:9.615384615384616E-4 9:9.615384615384616E-4
AP890124-0257 0:0.3787128712871287 16:0.2301980198019802 5:0.09554455445544555 13:0.0599009900990099 1:0.04801980198019802 3:0.0400990099009901 4:0.036138613861386136 6:0.030198019801980197 2:0.022277227722772276 8:0.018316831683168316 14:0.014356435643564357 18:0.012376237623762377 12:0.006435643564356435 7:0.0024752475247524753 9:0.0024752475247524753 11:4.950495049504951E-4 15:4.950495049504951E-4 17:4.950495049504951E-4 19:4.950495049504951E-4 10:4.950495049504951E-4
AP890124-0258 0:0.3876008064516129 16:0.24647177419354838 8:0.0751008064516129 13:0.06703629032258064 5:0.040826612903225805 9:0.030745967741935484 6:0.028729838709677418 3:0.02469758064516129 11:0.022681451612903226 15:0.018649193548387098 1:0.018649193548387098 18:0.010584677419354838 10:0.008568548387096774 7:0.00655241935483871 17:0.0045362903225806455 12:0.0025201612903225806 19:0.0025201612903225806 2:0.0025201612903225806 14:5.040322580645161E-4 4:5.040322580645161E-4
AP890124-0259 0:0.30357142857142855 16:0.2666256157635468 13:0.15086206896551724 5:0.12130541871921183 17:0.03263546798029557 3:0.025246305418719212 6:0.020320197044334975 14:0.017857142857142856 9:0.01293103448275862 12:0.010467980295566502 1:0.010467980295566502 4:0.010467980295566502 2:0.005541871921182266 18:0.003078817733990148 8:0.003078817733990148 10:0.003078817733990148 11:6.157635467980296E-4 15:6.157635467980296E-4 19:6.157635467980296E-4 7:6.157635467980296E-4
AP890124-0277 8:0.3560606060606061 9:0.3560606060606061 17:0.10353535353535354 16:0.05303030303030303 6:0.04292929292929293 4:0.03282828282828283 11:0.012626262626262626 13:0.012626262626262626 12:0.0025252525252525255 14:0.0025252525252525255 15:0.0025252525252525255 18:0.0025252525252525255 19:0.0025252525252525255 0:0.0025252525252525255 1:0.0025252525252525255 2:0.0025252525252525255 3:0.0025252525252525255 5:0.0025252525252525255 7:0.0025252525252525255 10:0.0025252525252525255
AP890125-0271 17:0.8321596244131455 9:0.06690140845070422 8:0.03873239436619718 14:0.015258215962441314 13:0.01056338028169014 4:0.01056338028169014 19:0.005868544600938967 0:0.005868544600938967 11:0.0011737089201877935 12:0.0011737089201877935 15:0.0011737089201877935 16:0.0011737089201877935 18:0.0011737089201877935 1:0.0011737089201877935 2:0.0011737089201877935 3:0.0011737089201877935 5:0.0011737089201877935 6:0.0011737089201877935 7:0.0011737089201877935 10:0.0011737089201877935
AP890126-0023 18:0.30490654205607476 16:0.15070093457943926 7:0.15070093457943926 3:0.10864485981308411 2:0.09929906542056074 1:0.052570093457943924 15:0.029205607476635514 12:0.01985981308411215 4:0.01985981308411215 19:0.015186915887850467 0:0.015186915887850467 11:0.010514018691588784 5:0.010514018691588784 8:0.005841121495327103 13:0.0011682242990654205 14:0.0011682242990654205 17:0.0011682242990654205 6:0.0011682242990654205 9:0.0011682242990654205 10:0.0011682242990654205
AP890126-0216 16:0.2477409638554217 5:0.17545180722891565 10:0.15436746987951808 3:0.10015060240963855 19:0.0730421686746988 8:0.06099397590361446 4:0.051957831325301206 1:0.039909638554216864 18:0.036897590361445784 13:0.01882530120481928 0:0.01581325301204819 9:0.00677710843373494 17:0.0037650602409638554 2:0.0037650602409638554 6:0.0037650602409638554 7:0.0037650602409638554 11:7.530120481927711E-4 12:7.530120481927711E-4 14:7.530120481927711E-4 15:7.530120481927711E-4
AP890126-0292 13:0.3871841155234657 8:0.2319494584837545 16:0.13086642599277978 3:0.1055956678700361 18:0.05144404332129964 0:0.01895306859205776 12:0.015342960288808664 19:0.011732851985559567 7:0.011732851985559567 14:0.008122743682310469 15:0.008122743682310469 1:0.004512635379061372 6:0.004512635379061372 9:0.004512635379061372 11:9.025270758122744E-4 17:9.025270758122744E-4 2:9.025270758122744E-4 4:9.025270758122744E-4 5:9.025270758122744E-4 10:9.025270758122744E-4
AP890127-0072 12:0.37371134020618557 4:0.3427835051546392 2:0.08505154639175258 10:0.08505154639175258 16:0.04381443298969072 15:0.01288659793814433 18:0.01288659793814433 9:0.01288659793814433 11:0.002577319587628866 13:0.002577319587628866 14:0.002577319587628866 17:0.002577319587628866 19:0.002577319587628866 0:0.002577319587628866 1:0.002577319587628866 3:0.002577319587628866 5:0.002577319587628866 6:0.002577319587628866 7:0.002577319587628866 8:0.002577319587628866
AP890127-0111 10:0.305 15:0.125 4:0.125 7:0.105 12:0.065 6:0.065 14:0.045 18:0.045 3:0.045 19:0.025 11:0.005 13:0.005 16:0.005 17:0.005 0:0.005 1:0.005 2:0.005 5:0.005 8:0.005 9:0.005
AP890127-0214 0:0.5668103448275862 5:0.08692528735632184 16:0.08117816091954023 8:0.07543103448275862 3:0.05818965517241379 7:0.029454022988505746 13:0.020833333333333332 18:0.017959770114942528 9:0.017959770114942528 17:0.01221264367816092 12:0.00646551724137931 14:0.00646551724137931 19:0.00646551724137931 4:0.0035919540229885057 6:0.0035919540229885057 10:0.0035919540229885057 11:7.183908045977011E-4 15:7.183908045977011E-4 1:7.183908045977011E-4 2:7.183908045977011E-4
AP890127-0230 7:0.5433417085427136 16:0.13379396984924624 10:0.09610552763819095 6:0.07600502512562814 12:0.06344221105527638 3:0.04334170854271357 19:0.015703517587939697 15:0.008165829145728644 0:0.008165829145728644 1:0.00314070351758794 2:0.00314070351758794 11:6.28140703517588E-4 13:6.28140703517588E-4 14:6.28140703517588E-4 17:6.28140703517588E-4 18:6.28140703517588E-4 4:6.28140703517588E-4 5:6.28140703517588E-4 8:6.28140703517588E-4 9:6.28140703517588E-4
AP890127-0254 13:0.5416666666666666 8:0.16810344827586207 3:0.11637931034482758 16:0.05890804597701149 19:0.04741379310344827 18:0.03017241379310345 2:0.01293103448275862 7:0.007183908045977011 11:0.0014367816091954023 12:0.0014367816091954023 14:0.0014367816091954023 15:0.0014367816091954023 17:0.0014367816091954023 0:0.0014367816091954023 1:0.0014367816091954023 4:0.0014367816091954023 5:0.0014367816091954023 6:0.0014367816091954023 9:0.0014367816091954023 10:0.0014367816091954023
AP890128-0032 7:0.5933420365535248 16:0.14425587467362924 10:0.08420365535248042 12:0.06331592689295039 6:0.06331592689295039 18:0.024151436031331592 2:0.00587467362924282 3:0.00587467362924282 11:0.0032637075718015664 15:0.0032637075718015664 1:0.0032637075718015664 13:6.527415143603133E-4 14:6.527415143603133E-4 17:6.527415143603133E-4 19:6.527415143603133E-4 0:6.527415143603133E-4 4:6.527415143603133E-4 5:6.527415143603133E-4 8:6.527415143603133E-4 9:6.527415143603133E-4
AP890128-0061 7:0.3977272727272727 12:0.24621212121212122 16:0.1856060606060606 10:0.04924242424242424 19:0.03409090909090909 13:0.01893939393939394 1:0.01893939393939394 11:0.003787878787878788 14:0.003787878787878788 15:0.003787878787878788 17:0.003787878787878788 18:0.003787878787878788 0:0.003787878787878788 2:0.003787878787878788 3:0.003787878787878788 4:0.003787878787878788 5:0.003787878787878788 6:0.003787878787878788 8:0.003787878787878788 9:0.003787878787878788
AP890128-0076 16:0.265625 5:0.215625 3:0.128125 12:0.103125 13:0.090625 4:0.090625 0:0.040625 19:0.015625 6:0.015625 11:0.003125 14:0.003125 15:0.003125 17:0.003125 18:0.003125 1:0.003125 2:0.003125 7:0.003125 8:0.003125 9:0.003125 10:0.003125
AP890128-0168 7:0.2609409190371991 3:0.12527352297592997 16:0.10995623632385121 19:0.10776805251641138 10:0.0836980306345733 5:0.0661925601750547 14:0.06181619256017506 2:0.04212253829321663 12:0.03555798687089715 17:0.031181619256017507 0:0.031181619256017507 6:0.01586433260393873 8:0.01586433260393873 11:0.007111597374179431 4:0.002735229759299781 13:5.470459518599562E-4 15:5.470459518599562E-4 18:5.470459518599562E-4 1:5.470459518599562E-4 9:5.470459518599562E-4
AP890129-0072 2:0.22149122807017543 16:0.20394736842105263 18:0.1600877192982456 4:0.1162280701754386 5:0.07236842105263158 3:0.046052631578947366 9:0.046052631578947366 8:0.03728070175438596 6:0.02850877192982456 13:0.019736842105263157 17:0.010964912280701754 1:0.010964912280701754 7:0.010964912280701754 11:0.0021929824561403508 12:0.0021929824561403508 14:0.0021929824561403508 15:0.0021929824561403508 19:0.0021929824561403508 0:0.0021929824561403508 10:0.0021929824561403508
AP890130-0015 3:0.3195067264573991 1:0.19394618834080718 8:0.1491031390134529 12:0.11771300448430494 16:0.05941704035874439 19:0.03699551569506727 18:0.032511210762331835 15:0.028026905829596414 9:0.023542600896860985 14:0.01905829596412556 0:0.005605381165919282 7:0.005605381165919282 11:0.0011210762331838565 13:0.0011210762331838565 17:0.0011210762331838565 2:0.0011210762331838565 4:0.0011210762331838565 5:0.0011210762331838565 6:0.0011210762331838565 10:0.0011210762331838565
AP890130-0019 14:0.3975770925110132 3:0.21255506607929514 11:0.09801762114537445 6:0.08480176211453745 2:0.03634361233480176 16:0.02753303964757709 0:0.02753303964757709 19:0.023127753303964757 4:0.023127753303964757 17:0.018722466960352423 12:0.014317180616740088 15:0.014317180616740088 10:0.014317180616740088 13:0.0011013215859030838 18:0.0011013215859030838 1:0.0011013215859030838 5:0.0011013215859030838 7:0.0011013215859030838 8:0.0011013215859030838 9:0.0011013215859030838
AP890130-0035 2:0.23113207547169812 16:0.1481132075471698 4:0.1330188679245283 8:0.12924528301886792 3:0.10660377358490566 10:0.08773584905660377 18:0.08018867924528301 5:0.04245283018867924 14:0.02358490566037736 15:0.0047169811320754715 17:0.0047169811320754715 11:9.433962264150943E-4 12:9.433962264150943E-4 13:9.433962264150943E-4 19:9.433962264150943E-4 0:9.433962264150943E-4 1:9.433962264150943E-4 6:9.433962264150943E-4 7:9.433962264150943E-4 9:9.433962264150943E-4
AP890130-0041 10:0.3272532188841202 11:0.22424892703862662 18:0.15987124463519314 16:0.05257510729613734 5:0.048283261802575105 4:0.043991416309012876 15:0.02682403433476395 2:0.02682403433476395 3:0.018240343347639486 17:0.013948497854077254 19:0.013948497854077254 7:0.013948497854077254 0:0.009656652360515022 9:0.009656652360515022 12:0.00536480686695279 13:0.001072961373390558 14:0.001072961373390558 1:0.001072961373390558 6:0.001072961373390558 8:0.001072961373390558
AP890130-0090 5:0.4108832807570978 1:0.21845425867507887 16:0.12066246056782334 13:0.09227129337539432 3:0.07334384858044164 0:0.02917981072555205 8:0.026025236593059938 18:0.013406940063091483 12:0.003943217665615142 9:0.003943217665615142 11:7.886435331230284E-4 14:7.886435331230284E-4 15:7.886435331230284E-4 17:7.886435331230284E-4 19:7.886435331230284E-4 2:7.886435331230284E-4 4:7.886435331230284E-4 6:7.886435331230284E-4 7:7.886435331230284E-4 10:7.886435331230284E-4
AP890130-0201 0:0.46992110453648916 16:0.1858974358974359 13:0.0675542406311637 1:0.0675542406311637 5:0.0616370808678501 8:0.04585798816568047 9:0.026134122287968443 17:0.01824457593688363 18:0.01824457593688363 6:0.01824457593688363 11:0.008382642998027613 7:0.004437869822485207 2:0.002465483234714004 3:0.002465483234714004 12:4.930966469428008E-4 14:4.930966469428008E-4 15:4.930966469428008E-4 19:4.930966469428008E-4 4:4.930966469428008E-4 10:4.930966469428008E-4
AP890130-0270 8:0.40625 9:0.3229166666666667 17:0.1284722222222222 13:0.03125 6:0.03125 2:0.017361111111111112 4:0.017361111111111112 11:0.003472222222222222 12:0.003472222222222222 14:0.003472222222222222 15:0.003472222222222222 16:0.003472222222222222 18:0.003472222222222222 19:0.003472222222222222 0:0.003472222222222222 1:0.003472222222222222 3:0.003472222222222222 5:0.003472222222222222 7:0.003472222222222222 10:0.003472222222222222
AP890131-0017 15:0.3266843971631206 16:0.27349290780141844 3:0.09796099290780141 14:0.05540780141843971 11:0.04831560283687943 0:0.04831560283687943 5:0.028812056737588652 19:0.027039007092198582 1:0.02526595744680851 13:0.0199468085106383 6:0.014627659574468085 8:0.009308510638297872 10:0.007535460992907801 2:0.00576241134751773 17:0.003989361702127659 9:0.003989361702127659 7:0.002216312056737589 12:4.432624113475177E-4 18:4.432624113475177E-4 4:4.432624113475177E-4
AP890131-0045 10:0.2793478260869565 11:0.18369565217391304 16:0.16630434782608697 18:0.12717391304347825 6:0.08369565217391305 0:0.04021739130434782 14:0.035869565217391305 3:0.02717391304347826 19:0.02282608695652174 17:0.01847826086956522 7:0.005434782608695652 12:0.0010869565217391304 13:0.0010869565217391304 15:0.0010869565217391304 1:0.0010869565217391304 2:0.0010869565217391304 4:0.0010869565217391304 5:0.0010869565217391304 8:0.0010869565217391304 9:0.0010869565217391304
AP890131-0092 11:0.3353174603174603 10:0.3115079365079365 16:0.12896825396825398 2:0.0496031746031746 18:0.03373015873015873 7:0.025793650793650792 8:0.025793650793650792 14:0.017857142857142856 15:0.017857142857142856 17:0.017857142857142856 3:0.00992063492063492 5:0.00992063492063492 12:0.001984126984126984 13:0.001984126984126984 19:0.001984126984126984 0:0.001984126984126984 1:0.001984126984126984 4:0.001984126984126984 6:0.001984126984126984 9:0.001984126984126984
AP890131-0104 12:0.3328025477707006 4:0.3200636942675159 3:0.1926751592356688 19:0.03343949044585987 10:0.03343949044585987 18:0.027070063694267517 8:0.014331210191082803 15:0.007961783439490446 16:0.007961783439490446 0:0.007961783439490446 6:0.007961783439490446 11:0.0015923566878980893 13:0.0015923566878980893 14:0.0015923566878980893 17:0.0015923566878980893 1:0.0015923566878980893 2:0.0015923566878980893 5:0.0015923566878980893 7:0.0015923566878980893 9:0.0015923566878980893
AP890201-0249 14:0.28357314148681056 3:0.13009592326139088 11:0.10851318944844125 16:0.09652278177458033 5:0.08453237410071943 17:0.07973621103117506 18:0.053357314148681056 19:0.046163069544364506 9:0.03177458033573141 13:0.02697841726618705 8:0.02697841726618705 4:0.012589928057553957 7:0.0077937649880095924 2:0.00539568345323741 12:0.002997601918465228 15:5.995203836930455E-4 0:5.995203836930455E-4 1:5.995203836930455E-4 6:5.995203836930455E-4 10:5.995203836930455E-4
AP890201-0251 14:0.48406040268456374 3:0.15855704697986578 11:0.12164429530201343 18:0.07802013422818792 8:0.041107382550335574 0:0.027684563758389263 16:0.024328859060402684 19:0.024328859060402684 6:0.01761744966442953 10:0.007550335570469799 12:0.0041946308724832215 17:0.0041946308724832215 13:8.389261744966443E-4 15:8.389261744966443E-4 1:8.389261744966443E-4 2:8.389261744966443E-4 4:8.389261744966443E-4 5:8.389261744966443E-4 7:8.389261744966443E-4 9:8.389261744966443E-4
AP890201-0270 17:0.4224537037037037 9:0.2650462962962963 8:0.18171296296296297 4:0.03819444444444445 3:0.03356481481481482 7:0.028935185185185185 12:0.005787037037037037 16:0.005787037037037037 0:0.005787037037037037 11:0.0011574074074074073 13:0.0011574074074074073 14:0.0011574074074074073 15:0.0011574074074074073 18:0.0011574074074074073 19:0.0011574074074074073 1:0.0011574074074074073 2:0.0011574074074074073 5:0.0011574074074074073 6:0.0011574074074074073 10:0.0011574074074074073
AP890202-0029 13:0.39214046822742477 11:0.17809364548494983 3:0.17474916387959866 16:0.16137123745819398 4:0.034280936454849496 10:0.027591973244147156 18:0.007525083612040134 1:0.007525083612040134 12:0.004180602006688963 17:0.004180602006688963 14:8.361204013377926E-4 15:8.361204013377926E-4 19:8.361204013377926E-4 0:8.361204013377926E-4 2:8.361204013377926E-4 5:8.361204013377926E-4 6:8.361204013377926E-4 7:8.361204013377926E-4 8:8.361204013377926E-4 9:8.361204013377926E-4
AP890202-0104 7:0.40023474178403756 15:0.32511737089201875 3:0.10446009389671361 16:0.0528169014084507 6:0.0528169014084507 11:0.015258215962441314 4:0.015258215962441314 18:0.01056338028169014 13:0.005868544600938967 19:0.005868544600938967 12:0.0011737089201877935 14:0.0011737089201877935 17:0.0011737089201877935 0:0.0011737089201877935 1:0.0011737089201877935 2:0.0011737089201877935 5:0.0011737089201877935 8:0.0011737089201877935 9:0.0011737089201877935 10:0.0011737089201877935
AP890202-0145 8:0.4691780821917808 9:0.3184931506849315 6:0.09931506849315068 7:0.030821917808219176 0:0.017123287671232876 10:0.017123287671232876 11:0.003424657534246575 12:0.003424657534246575 13:0.003424657534246575 14:0.003424657534246575 15:0.003424657534246575 16:0.003424657534246575 17:0.003424657534246575 18:0.003424657534246575 19:0.003424657534246575 1:0.003424657534246575 2:0.003424657534246575 3:0.003424657534246575 4:0.003424657534246575 5:0.003424657534246575
