AP890102-0099 1:0.4438622754491018 3:0.21332335329341318 9:0.14146706586826346 12:0.04266467065868264 15:0.027694610778443114 14:0.02470059880239521 10:0.02470059880239521 13:0.015718562874251496 2:0.012724550898203593 6:0.012724550898203593 19:0.009730538922155689 8:0.009730538922155689 16:0.006736526946107785 5:0.006736526946107785 0:0.0037425149700598802 11:7.485029940119761E-4 17:7.485029940119761E-4 18:7.485029940119761E-4 4:7.485029940119761E-4 7:7.485029940119761E-4
AP890126-0183 4:0.8813405797101449 9:0.0552536231884058 16:0.029891304347826088 19:0.008152173913043478 13:0.004528985507246377 0:0.004528985507246377 5:0.004528985507246377 11:9.057971014492754E-4 12:9.057971014492754E-4 14:9.057971014492754E-4 15:9.057971014492754E-4 17:9.057971014492754E-4 18:9.057971014492754E-4 1:9.057971014492754E-4 2:9.057971014492754E-4 3:9.057971014492754E-4 6:9.057971014492754E-4 7:9.057971014492754E-4 8:9.057971014492754E-4 10:9.057971014492754E-4
AP890126-0188 14:0.5205627705627706 9:0.2694805194805195 2:0.08333333333333333 3:0.031385281385281384 17:0.027056277056277056 7:0.027056277056277056 6:0.01406926406926407 19:0.00974025974025974 0:0.005411255411255411 11:0.0010822510822510823 12:0.0010822510822510823 13:0.0010822510822510823 15:0.0010822510822510823 16:0.0010822510822510823 18:0.0010822510822510823 1:0.0010822510822510823 4:0.0010822510822510823 5:0.0010822510822510823 8:0.0010822510822510823 10:0.0010822510822510823
AP890126-0219 1:0.3514760147601476 9:0.2481549815498155 13:0.09686346863468635 15:0.05627306273062731 19:0.05627306273062731 3:0.048892988929889296 14:0.023062730627306273 4:0.023062730627306273 18:0.01937269372693727 11:0.015682656826568265 2:0.015682656826568265 16:0.011992619926199263 6:0.011992619926199263 7:0.008302583025830259 8:0.008302583025830259 12:9.225092250922509E-4 17:9.225092250922509E-4 0:9.225092250922509E-4 5:9.225092250922509E-4 10:9.225092250922509E-4
AP890126-0258 14:0.928030303030303 11:0.003787878787878788 12:0.003787878787878788 13:0.003787878787878788 15:0.003787878787878788 16:0.003787878787878788 17:0.003787878787878788 18:0.003787878787878788 19:0.003787878787878788 0:0.003787878787878788 1:0.003787878787878788 2:0.003787878787878788 3:0.003787878787878788 4:0.003787878787878788 5:0.003787878787878788 6:0.003787878787878788 7:0.003787878787878788 8:0.003787878787878788 9:0.003787878787878788 10:0.003787878787878788
AP890126-0268 0:0.7109665427509294 9:0.11617100371747212 3:0.0604089219330855 11:0.03066914498141264 18:0.023234200743494422 6:0.015799256505576207 14:0.008364312267657992 10:0.008364312267657992 12:0.004646840148698885 4:0.004646840148698885 5:0.004646840148698885 8:0.004646840148698885 13:9.293680297397769E-4 15:9.293680297397769E-4 16:9.293680297397769E-4 17:9.293680297397769E-4 19:9.293680297397769E-4 1:9.293680297397769E-4 2:9.293680297397769E-4 7:9.293680297397769E-4
AP890126-0273 6:0.3719660194174757 11:0.2530339805825243 3:0.09769417475728155 16:0.08798543689320389 9:0.07827669902912622 17:0.037014563106796114 19:0.03216019417475728 18:0.017597087378640776 1:0.007888349514563107 0:0.003033980582524272 2:0.003033980582524272 4:0.003033980582524272 7:0.003033980582524272 12:6.067961165048543E-4 13:6.067961165048543E-4 14:6.067961165048543E-4 15:6.067961165048543E-4 5:6.067961165048543E-4 8:6.067961165048543E-4 10:6.067961165048543E-4
AP890126-0286 11:0.7339743589743589 17:0.08012820512820513 4:0.05448717948717949 14:0.041666666666666664 5:0.028846153846153848 3:0.016025641025641024 12:0.003205128205128205 13:0.003205128205128205 15:0.003205128205128205 16:0.003205128205128205 18:0.003205128205128205 19:0.003205128205128205 0:0.003205128205128205 1:0.003205128205128205 2:0.003205128205128205 6:0.003205128205128205 7:0.003205128205128205 8:0.003205128205128205 9:0.003205128205128205 10:0.003205128205128205
AP890127-0027 0:0.7216981132075472 9:0.1179245283018868 3:0.08396226415094339 2:0.027358490566037737 18:0.016037735849056604 11:0.012264150943396227 15:0.0047169811320754715 10:0.0047169811320754715 12:9.433962264150943E-4 13:9.433962264150943E-4 14:9.433962264150943E-4 16:9.433962264150943E-4 17:9.433962264150943E-4 19:9.433962264150943E-4 1:9.433962264150943E-4 4:9.433962264150943E-4 5:9.433962264150943E-4 6:9.433962264150943E-4 7:9.433962264150943E-4 8:9.433962264150943E-4
AP890127-0032 5:0.503731343283582 11:0.2222814498933902 9:0.17750533049040512 12:0.041044776119402986 14:0.015458422174840085 16:0.015458422174840085 17:0.00906183368869936 18:0.004797441364605544 7:0.004797441364605544 13:5.330490405117271E-4 15:5.330490405117271E-4 19:5.330490405117271E-4 0:5.330490405117271E-4 1:5.330490405117271E-4 2:5.330490405117271E-4 3:5.330490405117271E-4 4:5.330490405117271E-4 6:5.330490405117271E-4 8:5.330490405117271E-4 10:5.330490405117271E-4
AP890127-0033 14:0.4621771217712177 9:0.2666051660516605 2:0.08210332103321033 7:0.06365313653136531 3:0.045202952029520294 10:0.023062730627306273 17:0.015682656826568265 6:0.008302583025830259 11:0.004612546125461255 12:0.004612546125461255 19:0.004612546125461255 1:0.004612546125461255 4:0.004612546125461255 8:0.004612546125461255 13:9.225092250922509E-4 15:9.225092250922509E-4 16:9.225092250922509E-4 18:9.225092250922509E-4 0:9.225092250922509E-4 5:9.225092250922509E-4
AP890127-0134 13:0.6011111111111112 9:0.17444444444444446 3:0.05444444444444444 11:0.04555555555555556 19:0.04111111111111111 4:0.027777777777777776 15:0.01888888888888889 6:0.01888888888888889 1:0.005555555555555556 12:0.0011111111111111111 14:0.0011111111111111111 16:0.0011111111111111111 17:0.0011111111111111111 18:0.0011111111111111111 0:0.0011111111111111111 2:0.0011111111111111111 5:0.0011111111111111111 7:0.0011111111111111111 8:0.0011111111111111111 10:0.0011111111111111111
AP890127-0238 15:0.4014008620689655 3:0.30226293103448276 6:0.10398706896551724 8:0.08459051724137931 11:0.07596982758620689 7:0.013469827586206896 4:0.004849137931034483 0:0.0026939655172413795 1:0.0026939655172413795 2:0.0026939655172413795 12:5.387931034482759E-4 13:5.387931034482759E-4 14:5.387931034482759E-4 16:5.387931034482759E-4 17:5.387931034482759E-4 18:5.387931034482759E-4 19:5.387931034482759E-4 5:5.387931034482759E-4 9:5.387931034482759E-4 10:5.387931034482759E-4
AP890127-0243 16:0.2547961630695444 11:0.22122302158273383 9:0.16606714628297362 6:0.12290167865707434 4:0.10371702637889688 3:0.050959232613908875 19:0.02697841726618705 5:0.019784172661870502 18:0.010191846522781775 17:0.0077937649880095924 12:0.002997601918465228 14:0.002997601918465228 7:0.002997601918465228 8:0.002997601918465228 13:5.995203836930455E-4 15:5.995203836930455E-4 0:5.995203836930455E-4 1:5.995203836930455E-4 2:5.995203836930455E-4 10:5.995203836930455E-4
AP890127-0245 4:0.8511560693641619 16:0.0476878612716763 9:0.036127167630057806 3:0.024566473988439308 12:0.0072254335260115606 6:0.0072254335260115606 8:0.0072254335260115606 11:0.001445086705202312 13:0.001445086705202312 14:0.001445086705202312 15:0.001445086705202312 17:0.001445086705202312 18:0.001445086705202312 19:0.001445086705202312 0:0.001445086705202312 1:0.001445086705202312 2:0.001445086705202312 5:0.001445086705202312 7:0.001445086705202312 10:0.001445086705202312
AP890127-0260 4:0.8309399477806788 9:0.08420365535248042 3:0.034595300261096605 11:0.018929503916449087 13:0.011096605744125326 14:0.00587467362924282 17:0.0032637075718015664 18:0.0032637075718015664 12:6.527415143603133E-4 15:6.527415143603133E-4 16:6.527415143603133E-4 19:6.527415143603133E-4 0:6.527415143603133E-4 1:6.527415143603133E-4 2:6.527415143603133E-4 5:6.527415143603133E-4 6:6.527415143603133E-4 7:6.527415143603133E-4 8:6.527415143603133E-4 10:6.527415143603133E-4
AP890130-0035 1:0.3330188679245283 18:0.13679245283018868 3:0.13679245283018868 9:0.12924528301886792 17:0.08018867924528301 6:0.07264150943396226 11:0.06132075471698113 16:0.031132075471698113 19:0.0047169811320754715 7:0.0047169811320754715 12:9.433962264150943E-4 13:9.433962264150943E-4 14:9.433962264150943E-4 15:9.433962264150943E-4 0:9.433962264150943E-4 2:9.433962264150943E-4 4:9.433962264150943E-4 5:9.433962264150943E-4 8:9.433962264150943E-4 10:9.433962264150943E-4
AP890130-0077 7:0.4384057971014493 9:0.27608695652173915 3:0.06159420289855073 14:0.05 2:0.04710144927536232 19:0.029710144927536233 10:0.029710144927536233 13:0.02391304347826087 0:0.012318840579710146 6:0.009420289855072464 8:0.009420289855072464 16:0.006521739130434782 11:7.246376811594203E-4 12:7.246376811594203E-4 15:7.246376811594203E-4 17:7.246376811594203E-4 18:7.246376811594203E-4 1:7.246376811594203E-4 4:7.246376811594203E-4 5:7.246376811594203E-4
AP890130-0196 8:0.6480263157894737 3:0.2822368421052632 11:0.024342105263157894 18:0.01381578947368421 9:0.008552631578947369 15:0.0059210526315789476 14:0.003289473684210526 19:0.003289473684210526 6:0.003289473684210526 12:6.578947368421052E-4 13:6.578947368421052E-4 16:6.578947368421052E-4 17:6.578947368421052E-4 0:6.578947368421052E-4 1:6.578947368421052E-4 2:6.578947368421052E-4 4:6.578947368421052E-4 5:6.578947368421052E-4 7:6.578947368421052E-4 10:6.578947368421052E-4
AP890130-0226 10:0.4771341463414634 3:0.2576219512195122 1:0.08079268292682927 0:0.0625 9:0.0625 15:0.013719512195121951 13:0.007621951219512195 14:0.007621951219512195 16:0.007621951219512195 2:0.007621951219512195 11:0.001524390243902439 12:0.001524390243902439 17:0.001524390243902439 18:0.001524390243902439 19:0.001524390243902439 4:0.001524390243902439 5:0.001524390243902439 6:0.001524390243902439 7:0.001524390243902439 8:0.001524390243902439
AP890130-0232 4:0.709409594095941 9:0.09317343173431734 11:0.05996309963099631 13:0.03413284132841329 3:0.03044280442804428 14:0.011992619926199263 16:0.011992619926199263 18:0.008302583025830259 2:0.008302583025830259 5:0.008302583025830259 8:0.008302583025830259 12:0.004612546125461255 10:0.004612546125461255 15:9.225092250922509E-4 17:9.225092250922509E-4 19:9.225092250922509E-4 0:9.225092250922509E-4 1:9.225092250922509E-4 6:9.225092250922509E-4 7:9.225092250922509E-4
AP890131-0132 18:0.6884328358208955 3:0.0914179104477612 9:0.054104477611940295 1:0.04664179104477612 5:0.04664179104477612 7:0.024253731343283583 11:0.016791044776119403 4:0.009328358208955223 12:0.0018656716417910447 13:0.0018656716417910447 14:0.0018656716417910447 15:0.0018656716417910447 16:0.0018656716417910447 17:0.0018656716417910447 19:0.0018656716417910447 0:0.0018656716417910447 2:0.0018656716417910447 6:0.0018656716417910447 8:0.0018656716417910447 10:0.0018656716417910447
AP890131-0151 4:0.31741573033707865 11:0.18258426966292135 19:0.13764044943820225 7:0.08146067415730338 13:0.0702247191011236 3:0.0702247191011236 1:0.025280898876404494 12:0.014044943820224719 14:0.014044943820224719 16:0.014044943820224719 17:0.014044943820224719 18:0.014044943820224719 0:0.014044943820224719 9:0.014044943820224719 15:0.0028089887640449437 2:0.0028089887640449437 5:0.0028089887640449437 6:0.0028089887640449437 8:0.0028089887640449437 10:0.0028089887640449437
AP890131-0176 5:0.478125 9:0.278125 4:0.103125 11:0.090625 12:0.003125 13:0.003125 14:0.003125 15:0.003125 16:0.003125 17:0.003125 18:0.003125 19:0.003125 0:0.003125 1:0.003125 2:0.003125 3:0.003125 6:0.003125 7:0.003125 8:0.003125 10:0.003125
AP890131-0265 11:0.3604368932038835 18:0.2633495145631068 9:0.25849514563106796 17:0.03519417475728155 7:0.02063106796116505 14:0.015776699029126214 16:0.010922330097087379 13:0.006067961165048544 0:0.006067961165048544 6:0.006067961165048544 10:0.006067961165048544 12:0.0012135922330097086 15:0.0012135922330097086 19:0.0012135922330097086 1:0.0012135922330097086 2:0.0012135922330097086 3:0.0012135922330097086 4:0.0012135922330097086 5:0.0012135922330097086 8:0.0012135922330097086
AP890201-0049 8:0.6532894736842105 3:0.2875 11:0.019078947368421053 18:0.01118421052631579 14:0.003289473684210526 16:0.003289473684210526 19:0.003289473684210526 0:0.003289473684210526 2:0.003289473684210526 4:0.003289473684210526 10:0.003289473684210526 12:6.578947368421052E-4 13:6.578947368421052E-4 15:6.578947368421052E-4 17:6.578947368421052E-4 1:6.578947368421052E-4 5:6.578947368421052E-4 6:6.578947368421052E-4 7:6.578947368421052E-4 9:6.578947368421052E-4
AP890202-0042 0:0.33801498127340823 9:0.2144194756554307 17:0.150749063670412 10:0.07209737827715355 3:0.04962546816479401 13:0.03838951310861423 18:0.03464419475655431 16:0.027153558052434457 1:0.019662921348314606 6:0.019662921348314606 14:0.008426966292134831 5:0.008426966292134831 11:0.0046816479400749065 12:0.0046816479400749065 2:0.0046816479400749065 15:9.363295880149813E-4 19:9.363295880149813E-4 4:9.363295880149813E-4 7:9.363295880149813E-4 8:9.363295880149813E-4
AP890202-0209 6:0.600909090909091 9:0.18272727272727274 3:0.09545454545454546 0:0.04818181818181818 11:0.03 19:0.015454545454545455 15:0.008181818181818182 17:0.004545454545454545 7:0.004545454545454545 12:9.090909090909091E-4 13:9.090909090909091E-4 14:9.090909090909091E-4 16:9.090909090909091E-4 18:9.090909090909091E-4 1:9.090909090909091E-4 2:9.090909090909091E-4 4:9.090909090909091E-4 5:9.090909090909091E-4 8:9.090909090909091E-4 10:9.090909090909091E-4
AP890202-0211 19:0.5776515151515151 9:0.13068181818181818 13:0.07007575757575757 11:0.04734848484848485 17:0.03977272727272727 3:0.02462121212121212 4:0.02462121212121212 5:0.02462121212121212 7:0.02462121212121212 2:0.017045454545454544 12:0.001893939393939394 14:0.001893939393939394 15:0.001893939393939394 16:0.001893939393939394 18:0.001893939393939394 0:0.001893939393939394 1:0.001893939393939394 6:0.001893939393939394 8:0.001893939393939394 10:0.001893939393939394
AP890202-0255 0:0.4318181818181818 4:0.18333333333333332 11:0.13484848484848486 9:0.12272727272727273 7:0.05606060606060606 14:0.013636363636363636 13:0.007575757575757576 17:0.007575757575757576 18:0.007575757575757576 1:0.007575757575757576 5:0.007575757575757576 8:0.007575757575757576 12:0.0015151515151515152 15:0.0015151515151515152 16:0.0015151515151515152 19:0.0015151515151515152 2:0.0015151515151515152 3:0.0015151515151515152 6:0.0015151515151515152 10:0.0015151515151515152
AP890202-0268 14:0.928030303030303 11:0.003787878787878788 12:0.003787878787878788 13:0.003787878787878788 15:0.003787878787878788 16:0.003787878787878788 17:0.003787878787878788 18:0.003787878787878788 19:0.003787878787878788 0:0.003787878787878788 1:0.003787878787878788 2:0.003787878787878788 3:0.003787878787878788 4:0.003787878787878788 5:0.003787878787878788 6:0.003787878787878788 7:0.003787878787878788 8:0.003787878787878788 9:0.003787878787878788 10:0.003787878787878788
AP890202-0281 3:0.4447608200455581 6:0.1714123006833713 11:0.11446469248291571 16:0.062072892938496584 9:0.05979498861047836 4:0.03929384965831435 18:0.034738041002277904 5:0.02334851936218679 13:0.01879271070615034 1:0.00968109339407745 17:0.005125284738041002 8:0.005125284738041002 12:0.0028473804100227792 2:0.0028473804100227792 10:0.0028473804100227792 14:5.694760820045558E-4 15:5.694760820045558E-4 19:5.694760820045558E-4 0:5.694760820045558E-4 7:5.694760820045558E-4
AP890203-0011 5:0.4817073170731707 11:0.25997782705099776 9:0.07815964523281596 3:0.07150776053215077 0:0.03603104212860311 12:0.029379157427937917 13:0.01164079822616408 10:0.009423503325942351 8:0.007206208425720621 14:0.004988913525498891 18:0.002771618625277162 6:0.002771618625277162 15:5.543237250554324E-4 16:5.543237250554324E-4 17:5.543237250554324E-4 19:5.543237250554324E-4 1:5.543237250554324E-4 2:5.543237250554324E-4 4:5.543237250554324E-4 7:5.543237250554324E-4
AP890203-0036 9:0.3667400881057269 6:0.32268722466960353 1:0.08920704845814978 19:0.06277533039647577 3:0.040748898678414094 4:0.031938325991189426 8:0.031938325991189426 12:0.018722466960352423 13:0.009911894273127754 18:0.009911894273127754 2:0.005506607929515419 11:0.0011013215859030838 14:0.0011013215859030838 15:0.0011013215859030838 16:0.0011013215859030838 17:0.0011013215859030838 0:0.0011013215859030838 5:0.0011013215859030838 7:0.0011013215859030838 10:0.0011013215859030838
AP890203-0083 2:0.21691176470588236 13:0.19240196078431374 9:0.13848039215686275 14:0.13357843137254902 11:0.11397058823529412 7:0.06004901960784314 17:0.05514705882352941 3:0.025735294117647058 18:0.020833333333333332 8:0.015931372549019607 16:0.006127450980392157 19:0.006127450980392157 0:0.006127450980392157 12:0.0012254901960784314 15:0.0012254901960784314 1:0.0012254901960784314 4:0.0012254901960784314 5:0.0012254901960784314 6:0.0012254901960784314 10:0.0012254901960784314
AP890203-0231 15:0.3927801724137931 3:0.3151939655172414 6:0.09536637931034483 8:0.09105603448275862 11:0.06734913793103449 2:0.011314655172413793 7:0.007004310344827586 19:0.004849137931034483 1:0.004849137931034483 14:0.0026939655172413795 16:0.0026939655172413795 12:5.387931034482759E-4 13:5.387931034482759E-4 17:5.387931034482759E-4 18:5.387931034482759E-4 0:5.387931034482759E-4 4:5.387931034482759E-4 5:5.387931034482759E-4 9:5.387931034482759E-4 10:5.387931034482759E-4
AP890204-0136 13:0.6449771689497716 9:0.20205479452054795 16:0.028538812785388126 4:0.028538812785388126 11:0.023972602739726026 1:0.014840182648401826 12:0.010273972602739725 14:0.010273972602739725 19:0.010273972602739725 6:0.010273972602739725 5:0.005707762557077625 15:0.001141552511415525 17:0.001141552511415525 18:0.001141552511415525 0:0.001141552511415525 2:0.001141552511415525 3:0.001141552511415525 7:0.001141552511415525 8:0.001141552511415525 10:0.001141552511415525
AP890205-0029 17:0.40084745762711865 6:0.18389830508474575 11:0.11271186440677966 3:0.07203389830508475 14:0.06525423728813559 13:0.05847457627118644 4:0.03474576271186441 9:0.03135593220338983 16:0.011016949152542373 10:0.007627118644067797 12:0.00423728813559322 15:0.00423728813559322 18:0.00423728813559322 8:0.00423728813559322 19:8.47457627118644E-4 0:8.47457627118644E-4 1:8.47457627118644E-4 2:8.47457627118644E-4 5:8.47457627118644E-4 7:8.47457627118644E-4
AP890205-0098 4:0.6403225806451613 11:0.1693548387096774 16:0.07258064516129033 9:0.027419354838709678 3:0.020967741935483872 13:0.014516129032258065 12:0.008064516129032258 14:0.008064516129032258 1:0.008064516129032258 5:0.008064516129032258 6:0.008064516129032258 15:0.0016129032258064516 17:0.0016129032258064516 18:0.0016129032258064516 19:0.0016129032258064516 0:0.0016129032258064516 2:0.0016129032258064516 7:0.0016129032258064516 8:0.0016129032258064516 10:0.0016129032258064516
