AP890101-0002 2:0.23648648648648649 0:0.15786240786240785 19:0.10872235872235872 7:0.09398034398034398 5:0.08169533169533169 13:0.07678132678132678 11:0.06203931203931204 4:0.05466830466830467 6:0.049754299754299756 10:0.04238329238329238 9:0.017813267813267815 16:0.010442260442260442 1:0.003071253071253071 12:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 17:6.142506142506142E-4 18:6.142506142506142E-4 3:6.142506142506142E-4 8:6.142506142506142E-4
AP890123-0003 7:0.971820809248555 19:0.012283236994219654 5:0.0036127167630057803 11:7.22543352601156E-4 12:7.22543352601156E-4 13:7.22543352601156E-4 14:7.22543352601156E-4 15:7.22543352601156E-4 16:7.22543352601156E-4 17:7.22543352601156E-4 18:7.22543352601156E-4 0:7.22543352601156E-4 1:7.22543352601156E-4 2:7.22543352601156E-4 3:7.22543352601156E-4 4:7.22543352601156E-4 6:7.22543352601156E-4 8:7.22543352601156E-4 9:7.22543352601156E-4 10:7.22543352601156E-4
AP890123-0179 4:0.3686046511627907 18:0.3313953488372093 9:0.09883720930232558 5:0.0755813953488372 10:0.029069767441860465 1:0.019767441860465116 15:0.015116279069767442 2:0.015116279069767442 14:0.010465116279069767 6:0.010465116279069767 8:0.010465116279069767 3:0.005813953488372093 11:0.0011627906976744186 12:0.0011627906976744186 13:0.0011627906976744186 16:0.0011627906976744186 17:0.0011627906976744186 19:0.0011627906976744186 0:0.0011627906976744186 7:0.0011627906976744186
AP890123-0188 16:0.6532258064516129 17:0.13709677419354838 12:0.04032258064516129 1:0.04032258064516129 11:0.008064516129032258 13:0.008064516129032258 14:0.008064516129032258 15:0.008064516129032258 18:0.008064516129032258 19:0.008064516129032258 0:0.008064516129032258 2:0.008064516129032258 3:0.008064516129032258 4:0.008064516129032258 5:0.008064516129032258 6:0.008064516129032258 7:0.008064516129032258 8:0.008064516129032258 9:0.008064516129032258 10:0.008064516129032258
AP890123-0214 10:0.21511627906976744 16:0.1866925064599483 2:0.1866925064599483 4:0.14018087855297157 5:0.11175710594315245 3:0.03940568475452196 13:0.02648578811369509 0:0.023901808785529714 1:0.02131782945736434 18:0.01614987080103359 15:0.010981912144702842 9:0.010981912144702842 17:0.003229974160206718 7:0.003229974160206718 11:6.459948320413437E-4 12:6.459948320413437E-4 14:6.459948320413437E-4 19:6.459948320413437E-4 6:6.459948320413437E-4 8:6.459948320413437E-4
AP890123-0235 19:0.22427293064876958 2:0.18624161073825504 10:0.12136465324384788 8:0.09675615212527965 9:0.09228187919463088 18:0.08557046979865772 14:0.07214765100671142 4:0.025167785234899327 13:0.022930648769574943 12:0.02069351230425056 11:0.01621923937360179 7:0.013982102908277404 0:0.01174496644295302 17:0.0050335570469798654 1:0.002796420581655481 15:5.592841163310962E-4 16:5.592841163310962E-4 3:5.592841163310962E-4 5:5.592841163310962E-4 6:5.592841163310962E-4
AP890123-0237 2:0.17171052631578948 19:0.16644736842105262 8:0.11644736842105263 9:0.08486842105263158 3:0.07434210526315789 7:0.053289473684210525 14:0.0506578947368421 13:0.04276315789473684 0:0.04013157894736842 16:0.0375 17:0.0375 1:0.0375 15:0.034868421052631576 12:0.021710526315789475 6:0.019078947368421053 18:0.0059210526315789476 10:0.003289473684210526 11:6.578947368421052E-4 4:6.578947368421052E-4 5:6.578947368421052E-4
AP890123-0298 5:0.6270491803278688 15:0.06967213114754098 7:0.06967213114754098 19:0.05327868852459016 9:0.05327868852459016 16:0.036885245901639344 18:0.020491803278688523 0:0.020491803278688523 11:0.004098360655737705 12:0.004098360655737705 13:0.004098360655737705 14:0.004098360655737705 17:0.004098360655737705 1:0.004098360655737705 2:0.004098360655737705 3:0.004098360655737705 4:0.004098360655737705 6:0.004098360655737705 8:0.004098360655737705 10:0.004098360655737705
AP890124-0009 4:0.6492805755395683 2:0.08812949640287769 9:0.0737410071942446 6:0.03776978417266187 10:0.03776978417266187 18:0.023381294964028777 3:0.023381294964028777 17:0.01618705035971223 7:0.01618705035971223 11:0.008992805755395683 0:0.008992805755395683 12:0.0017985611510791368 13:0.0017985611510791368 14:0.0017985611510791368 15:0.0017985611510791368 16:0.0017985611510791368 19:0.0017985611510791368 1:0.0017985611510791368 5:0.0017985611510791368 8:0.0017985611510791368
AP890124-0277 19:0.6388888888888888 1:0.17424242424242425 5:0.05303030303030303 2:0.03282828282828283 6:0.03282828282828283 11:0.012626262626262626 15:0.012626262626262626 0:0.012626262626262626 12:0.0025252525252525255 13:0.0025252525252525255 14:0.0025252525252525255 16:0.0025252525252525255 17:0.0025252525252525255 18:0.0025252525252525255 3:0.0025252525252525255 4:0.0025252525252525255 7:0.0025252525252525255 8:0.0025252525252525255 9:0.0025252525252525255 10:0.0025252525252525255
AP890125-0260 8:0.25285714285714284 2:0.19 5:0.1442857142857143 19:0.12142857142857143 10:0.09857142857142857 13:0.047142857142857146 1:0.047142857142857146 4:0.047142857142857146 15:0.018571428571428572 6:0.012857142857142857 3:0.007142857142857143 11:0.0014285714285714286 12:0.0014285714285714286 14:0.0014285714285714286 16:0.0014285714285714286 17:0.0014285714285714286 18:0.0014285714285714286 0:0.0014285714285714286 7:0.0014285714285714286 9:0.0014285714285714286
AP890126-0292 19:0.19223826714801445 9:0.13808664259927797 6:0.1092057761732852 2:0.10198555956678701 7:0.10198555956678701 14:0.08393501805054152 5:0.04783393501805054 8:0.04422382671480144 17:0.04061371841155235 16:0.026173285198555957 3:0.026173285198555957 4:0.02256317689530686 13:0.01895306859205776 0:0.01895306859205776 15:0.008122743682310469 10:0.008122743682310469 12:0.004512635379061372 18:0.004512635379061372 11:9.025270758122744E-4 1:9.025270758122744E-4
AP890127-0015 16:0.36875 3:0.2604166666666667 11:0.15208333333333332 19:0.06041666666666667 13:0.052083333333333336 2:0.04375 12:0.01875 17:0.010416666666666666 0:0.010416666666666666 14:0.0020833333333333333 15:0.0020833333333333333 18:0.0020833333333333333 1:0.0020833333333333333 4:0.0020833333333333333 5:0.0020833333333333333 6:0.0020833333333333333 7:0.0020833333333333333 8:0.0020833333333333333 9:0.0020833333333333333 10:0.0020833333333333333
AP890127-0149 10:0.42938931297709926 2:0.13931297709923665 3:0.11641221374045801 9:0.09351145038167939 6:0.05534351145038168 18:0.04770992366412214 11:0.01717557251908397 13:0.01717557251908397 15:0.01717557251908397 19:0.01717557251908397 4:0.01717557251908397 0:0.009541984732824428 5:0.009541984732824428 12:0.0019083969465648854 14:0.0019083969465648854 16:0.0019083969465648854 17:0.0019083969465648854 1:0.0019083969465648854 7:0.0019083969465648854 8:0.0019083969465648854
AP890127-0159 6:0.5067567567567568 11:0.18243243243243243 9:0.09234234234234234 2:0.05630630630630631 13:0.02927927927927928 19:0.02927927927927928 5:0.02027027027027027 10:0.02027027027027027 12:0.01126126126126126 18:0.01126126126126126 0:0.01126126126126126 4:0.01126126126126126 14:0.0022522522522522522 15:0.0022522522522522522 16:0.0022522522522522522 17:0.0022522522522522522 1:0.0022522522522522522 3:0.0022522522522522522 7:0.0022522522522522522 8:0.0022522522522522522
AP890127-0214 7:0.5725574712643678 2:0.1846264367816092 4:0.08117816091954023 6:0.040948275862068964 19:0.023706896551724137 5:0.017959770114942528 16:0.01221264367816092 18:0.01221264367816092 8:0.01221264367816092 0:0.009339080459770116 17:0.00646551724137931 10:0.00646551724137931 11:0.0035919540229885057 13:0.0035919540229885057 14:0.0035919540229885057 1:0.0035919540229885057 3:0.0035919540229885057 12:7.183908045977011E-4 15:7.183908045977011E-4 9:7.183908045977011E-4
AP890127-0264 12:0.4328254847645429 2:0.17520775623268697 18:0.16966759002770082 9:0.09210526315789473 15:0.05609418282548476 6:0.014542936288088643 5:0.011772853185595568 14:0.009002770083102494 4:0.009002770083102494 8:0.009002770083102494 0:0.006232686980609419 1:0.006232686980609419 11:0.0034626038781163434 13:6.925207756232687E-4 16:6.925207756232687E-4 17:6.925207756232687E-4 19:6.925207756232687E-4 3:6.925207756232687E-4 7:6.925207756232687E-4 10:6.925207756232687E-4
AP890127-0290 12:0.6517295597484277 2:0.12657232704402516 9:0.06682389937106918 5:0.03537735849056604 18:0.02908805031446541 1:0.025943396226415096 19:0.01650943396226415 15:0.013364779874213837 8:0.013364779874213837 4:0.010220125786163521 11:0.003930817610062893 13:7.861635220125787E-4 14:7.861635220125787E-4 16:7.861635220125787E-4 17:7.861635220125787E-4 0:7.861635220125787E-4 3:7.861635220125787E-4 6:7.861635220125787E-4 7:7.861635220125787E-4 10:7.861635220125787E-4
AP890130-0058 3:0.3537234042553192 16:0.14095744680851063 14:0.08776595744680851 18:0.08776595744680851 6:0.06648936170212766 13:0.05585106382978723 5:0.04521276595744681 0:0.034574468085106384 2:0.034574468085106384 17:0.023936170212765957 7:0.023936170212765957 11:0.013297872340425532 9:0.013297872340425532 12:0.0026595744680851063 15:0.0026595744680851063 19:0.0026595744680851063 1:0.0026595744680851063 4:0.0026595744680851063 8:0.0026595744680851063 10:0.0026595744680851063
AP890130-0090 2:0.2910094637223975 16:0.22476340694006308 10:0.16482649842271294 19:0.14274447949526814 9:0.0417981072555205 3:0.03548895899053628 8:0.032334384858044164 7:0.026025236593059938 4:0.013406940063091483 13:0.01025236593059937 15:0.007097791798107256 17:0.003943217665615142 11:7.886435331230284E-4 12:7.886435331230284E-4 14:7.886435331230284E-4 18:7.886435331230284E-4 0:7.886435331230284E-4 1:7.886435331230284E-4 5:7.886435331230284E-4 6:7.886435331230284E-4
AP890130-0104 1:0.3517857142857143 2:0.25892857142857145 9:0.1732142857142857 5:0.11607142857142858 17:0.05178571428571429 18:0.01607142857142857 3:0.008928571428571428 11:0.0017857142857142857 12:0.0017857142857142857 13:0.0017857142857142857 14:0.0017857142857142857 15:0.0017857142857142857 16:0.0017857142857142857 19:0.0017857142857142857 0:0.0017857142857142857 4:0.0017857142857142857 6:0.0017857142857142857 7:0.0017857142857142857 8:0.0017857142857142857 10:0.0017857142857142857
AP890130-0270 19:0.53125 5:0.15625 2:0.11458333333333333 7:0.07291666666666667 13:0.059027777777777776 17:0.017361111111111112 11:0.003472222222222222 12:0.003472222222222222 14:0.003472222222222222 15:0.003472222222222222 16:0.003472222222222222 18:0.003472222222222222 0:0.003472222222222222 1:0.003472222222222222 3:0.003472222222222222 4:0.003472222222222222 6:0.003472222222222222 8:0.003472222222222222 9:0.003472222222222222 10:0.003472222222222222
AP890131-0030 1:0.3170180722891566 2:0.2447289156626506 9:0.1875 5:0.14231927710843373 4:0.04593373493975904 17:0.021837349397590362 11:0.01882530120481928 12:0.00677710843373494 14:0.0037650602409638554 6:0.0037650602409638554 13:7.530120481927711E-4 15:7.530120481927711E-4 16:7.530120481927711E-4 18:7.530120481927711E-4 19:7.530120481927711E-4 0:7.530120481927711E-4 3:7.530120481927711E-4 7:7.530120481927711E-4 8:7.530120481927711E-4 10:7.530120481927711E-4
AP890131-0121 16:0.262987012987013 14:0.17207792207792208 17:0.09415584415584416 0:0.09415584415584416 10:0.09415584415584416 3:0.08116883116883117 9:0.05519480519480519 11:0.04220779220779221 15:0.02922077922077922 13:0.016233766233766232 1:0.016233766233766232 6:0.016233766233766232 12:0.003246753246753247 18:0.003246753246753247 19:0.003246753246753247 2:0.003246753246753247 4:0.003246753246753247 5:0.003246753246753247 7:0.003246753246753247 8:0.003246753246753247
AP890131-0153 6:0.5321229050279329 9:0.12988826815642457 2:0.09636871508379888 14:0.06843575418994413 0:0.06284916201117319 4:0.046089385474860335 11:0.012569832402234637 5:0.012569832402234637 10:0.012569832402234637 17:0.006983240223463687 3:0.006983240223463687 12:0.0013966480446927375 13:0.0013966480446927375 15:0.0013966480446927375 16:0.0013966480446927375 18:0.0013966480446927375 19:0.0013966480446927375 1:0.0013966480446927375 7:0.0013966480446927375 8:0.0013966480446927375
AP890131-0260 8:0.43073878627968337 2:0.16688654353562005 4:0.11675461741424802 1:0.06134564643799472 3:0.056068601583113456 19:0.048153034300791556 18:0.04287598944591029 16:0.037598944591029027 9:0.021767810026385226 11:0.005936675461741424 0:0.0032981530343007917 7:0.0032981530343007917 12:6.596306068601583E-4 13:6.596306068601583E-4 14:6.596306068601583E-4 15:6.596306068601583E-4 17:6.596306068601583E-4 5:6.596306068601583E-4 6:6.596306068601583E-4 10:6.596306068601583E-4
AP890131-0275 19:0.29347826086956524 8:0.17753623188405798 10:0.14855072463768115 13:0.10507246376811594 7:0.07608695652173914 15:0.04710144927536232 2:0.04710144927536232 9:0.03260869565217391 12:0.018115942028985508 16:0.018115942028985508 11:0.0036231884057971015 14:0.0036231884057971015 17:0.0036231884057971015 18:0.0036231884057971015 0:0.0036231884057971015 1:0.0036231884057971015 3:0.0036231884057971015 4:0.0036231884057971015 5:0.0036231884057971015 6:0.0036231884057971015
AP890131-0286 1:0.3440959409594096 5:0.1706642066420664 19:0.1448339483394834 7:0.1411439114391144 2:0.08948339483394833 8:0.026752767527675275 10:0.023062730627306273 12:0.01937269372693727 13:0.01937269372693727 16:0.004612546125461255 3:0.004612546125461255 9:0.004612546125461255 11:9.225092250922509E-4 14:9.225092250922509E-4 15:9.225092250922509E-4 17:9.225092250922509E-4 18:9.225092250922509E-4 0:9.225092250922509E-4 4:9.225092250922509E-4 6:9.225092250922509E-4
AP890131-0294 11:0.45394736842105265 13:0.14868421052631578 2:0.14868421052631578 17:0.04868421052631579 0:0.04342105263157895 16:0.038157894736842106 7:0.038157894736842106 9:0.02763157894736842 6:0.02236842105263158 14:0.011842105263157895 5:0.006578947368421052 12:0.0013157894736842105 15:0.0013157894736842105 18:0.0013157894736842105 19:0.0013157894736842105 1:0.0013157894736842105 3:0.0013157894736842105 4:0.0013157894736842105 8:0.0013157894736842105 10:0.0013157894736842105
AP890201-0118 6:0.4838403041825095 9:0.13022813688212928 2:0.10741444866920152 0:0.0655893536121673 4:0.0655893536121673 18:0.05798479087452472 15:0.04657794676806084 5:0.019961977186311788 7:0.008555133079847909 17:0.004752851711026616 11:9.505703422053232E-4 12:9.505703422053232E-4 13:9.505703422053232E-4 14:9.505703422053232E-4 16:9.505703422053232E-4 19:9.505703422053232E-4 1:9.505703422053232E-4 3:9.505703422053232E-4 8:9.505703422053232E-4 10:9.505703422053232E-4
AP890201-0146 18:0.38911290322580644 3:0.20362903225806453 8:0.14717741935483872 15:0.09879032258064516 2:0.07459677419354839 14:0.018145161290322582 9:0.018145161290322582 0:0.010080645161290322 4:0.010080645161290322 10:0.010080645161290322 11:0.0020161290322580645 12:0.0020161290322580645 13:0.0020161290322580645 16:0.0020161290322580645 17:0.0020161290322580645 19:0.0020161290322580645 1:0.0020161290322580645 5:0.0020161290322580645 6:0.0020161290322580645 7:0.0020161290322580645
AP890201-0270 1:0.34837962962962965 19:0.3159722222222222 5:0.16782407407407407 2:0.07523148148148148 15:0.028935185185185185 7:0.024305555555555556 12:0.010416666666666666 10:0.010416666666666666 11:0.005787037037037037 13:0.0011574074074074073 14:0.0011574074074074073 16:0.0011574074074074073 17:0.0011574074074074073 18:0.0011574074074074073 0:0.0011574074074074073 3:0.0011574074074074073 4:0.0011574074074074073 6:0.0011574074074074073 8:0.0011574074074074073 9:0.0011574074074074073
AP890201-0301 1:0.3673913043478261 5:0.33260869565217394 12:0.09782608695652174 18:0.04565217391304348 3:0.03695652173913044 11:0.01956521739130435 0:0.01956521739130435 2:0.01956521739130435 14:0.010869565217391304 6:0.010869565217391304 7:0.010869565217391304 9:0.010869565217391304 13:0.002173913043478261 15:0.002173913043478261 16:0.002173913043478261 17:0.002173913043478261 19:0.002173913043478261 4:0.002173913043478261 8:0.002173913043478261 10:0.002173913043478261
AP890202-0168 9:0.6696891191709845 6:0.06865284974093264 0:0.05310880829015544 15:0.042746113989637305 2:0.042746113989637305 14:0.03756476683937824 3:0.03756476683937824 7:0.01683937823834197 11:0.006476683937823834 4:0.006476683937823834 8:0.006476683937823834 12:0.0012953367875647669 13:0.0012953367875647669 16:0.0012953367875647669 17:0.0012953367875647669 18:0.0012953367875647669 19:0.0012953367875647669 1:0.0012953367875647669 5:0.0012953367875647669 10:0.0012953367875647669
AP890203-0132 3:0.31528189910979226 2:0.13724035608308605 4:0.09272997032640949 14:0.08679525222551929 16:0.05415430267062315 0:0.05118694362017804 17:0.045252225519287835 5:0.045252225519287835 1:0.03635014836795252 11:0.030415430267062313 18:0.030415430267062313 8:0.021513353115727003 10:0.015578635014836795 7:0.012611275964391691 12:0.009643916913946587 15:0.009643916913946587 6:0.00370919881305638 13:7.41839762611276E-4 19:7.41839762611276E-4 9:7.41839762611276E-4
AP890204-0163 10:0.48417721518987344 17:0.11708860759493671 2:0.10443037974683544 18:0.05379746835443038 6:0.05379746835443038 1:0.04113924050632911 3:0.04113924050632911 13:0.028481012658227847 19:0.015822784810126583 0:0.015822784810126583 4:0.015822784810126583 11:0.0031645569620253164 12:0.0031645569620253164 14:0.0031645569620253164 15:0.0031645569620253164 16:0.0031645569620253164 5:0.0031645569620253164 7:0.0031645569620253164 8:0.0031645569620253164 9:0.0031645569620253164
AP890205-0073 15:0.554147465437788 17:0.23617511520737328 1:0.09331797235023041 2:0.06105990783410138 8:0.010368663594470046 9:0.010368663594470046 11:0.00576036866359447 14:0.00576036866359447 18:0.00576036866359447 10:0.00576036866359447 12:0.001152073732718894 13:0.001152073732718894 16:0.001152073732718894 19:0.001152073732718894 0:0.001152073732718894 3:0.001152073732718894 4:0.001152073732718894 5:0.001152073732718894 6:0.001152073732718894 7:0.001152073732718894
AP890205-0081 14:0.2598684210526316 2:0.15021929824561403 13:0.13706140350877194 17:0.10197368421052631 0:0.0800438596491228 1:0.0800438596491228 18:0.044956140350877194 8:0.044956140350877194 12:0.027412280701754384 6:0.027412280701754384 3:0.01425438596491228 9:0.009868421052631578 19:0.005482456140350877 4:0.005482456140350877 5:0.005482456140350877 11:0.0010964912280701754 15:0.0010964912280701754 16:0.0010964912280701754 7:0.0010964912280701754 10:0.0010964912280701754
AP890205-0094 5:0.8638211382113821 15:0.026422764227642278 18:0.026422764227642278 12:0.01016260162601626 17:0.01016260162601626 19:0.01016260162601626 1:0.01016260162601626 2:0.01016260162601626 6:0.01016260162601626 11:0.0020325203252032522 13:0.0020325203252032522 14:0.0020325203252032522 16:0.0020325203252032522 0:0.0020325203252032522 3:0.0020325203252032522 4:0.0020325203252032522 7:0.0020325203252032522 8:0.0020325203252032522 9:0.0020325203252032522 10:0.0020325203252032522
