AP890101-0002 0:0.32002457002457 16:0.2905405405405405 12:0.08415233415233415 17:0.07186732186732187 11:0.057125307125307126 10:0.03992628992628992 5:0.032555282555282554 18:0.02764127764127764 19:0.02764127764127764 2:0.017813267813267815 4:0.007985257985257985 1:0.005528255528255528 8:0.005528255528255528 3:0.003071253071253071 6:0.003071253071253071 9:0.003071253071253071 13:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 7:6.142506142506142E-4
AP890125-0254 6:0.2483108108108108 12:0.17623873873873874 16:0.16497747747747749 3:0.1266891891891892 1:0.11317567567567567 19:0.050112612612612614 10:0.04786036036036036 0:0.02533783783783784 11:0.023085585585585586 8:0.01632882882882883 18:0.002815315315315315 13:5.630630630630631E-4 14:5.630630630630631E-4 15:5.630630630630631E-4 17:5.630630630630631E-4 2:5.630630630630631E-4 4:5.630630630630631E-4 5:5.630630630630631E-4 7:5.630630630630631E-4 9:5.630630630630631E-4
AP890125-0280 7:0.7281144781144782 16:0.18602693602693604 19:0.02441077441077441 2:0.01430976430976431 9:0.010942760942760943 18:0.007575757575757576 0:0.007575757575757576 4:0.007575757575757576 8:0.004208754208754209 11:8.417508417508417E-4 12:8.417508417508417E-4 13:8.417508417508417E-4 14:8.417508417508417E-4 15:8.417508417508417E-4 17:8.417508417508417E-4 1:8.417508417508417E-4 3:8.417508417508417E-4 5:8.417508417508417E-4 6:8.417508417508417E-4 10:8.417508417508417E-4
AP890126-0100 6:0.8361650485436893 13:0.08859223300970874 19:0.025485436893203883 16:0.015776699029126214 12:0.010922330097087379 11:0.006067961165048544 14:0.0012135922330097086 15:0.0012135922330097086 17:0.0012135922330097086 18:0.0012135922330097086 0:0.0012135922330097086 1:0.0012135922330097086 2:0.0012135922330097086 3:0.0012135922330097086 4:0.0012135922330097086 5:0.0012135922330097086 7:0.0012135922330097086 8:0.0012135922330097086 9:0.0012135922330097086 10:0.0012135922330097086
AP890126-0119 6:0.7706611570247934 13:0.11776859504132231 11:0.03512396694214876 16:0.026859504132231406 14:0.010330578512396695 7:0.010330578512396695 12:0.002066115702479339 15:0.002066115702479339 17:0.002066115702479339 18:0.002066115702479339 19:0.002066115702479339 0:0.002066115702479339 1:0.002066115702479339 2:0.002066115702479339 3:0.002066115702479339 4:0.002066115702479339 5:0.002066115702479339 8:0.002066115702479339 9:0.002066115702479339 10:0.002066115702479339
AP890127-0027 8:0.47264150943396227 16:0.25 17:0.07264150943396226 12:0.038679245283018866 4:0.03490566037735849 11:0.031132075471698113 6:0.027358490566037737 7:0.01981132075471698 2:0.016037735849056604 3:0.016037735849056604 13:0.0047169811320754715 14:0.0047169811320754715 19:0.0047169811320754715 15:9.433962264150943E-4 18:9.433962264150943E-4 0:9.433962264150943E-4 1:9.433962264150943E-4 5:9.433962264150943E-4 9:9.433962264150943E-4 10:9.433962264150943E-4
AP890127-0077 5:0.3994661921708185 15:0.3211743772241993 16:0.15391459074733096 3:0.0400355871886121 2:0.02224199288256228 9:0.02224199288256228 8:0.011565836298932384 10:0.011565836298932384 18:0.004448398576512456 6:0.004448398576512456 11:8.896797153024911E-4 12:8.896797153024911E-4 13:8.896797153024911E-4 14:8.896797153024911E-4 17:8.896797153024911E-4 19:8.896797153024911E-4 0:8.896797153024911E-4 1:8.896797153024911E-4 4:8.896797153024911E-4 7:8.896797153024911E-4
AP890127-0158 3:0.22007042253521128 4:0.22007042253521128 17:0.198943661971831 15:0.07922535211267606 16:0.0721830985915493 13:0.04401408450704225 11:0.03697183098591549 12:0.03697183098591549 8:0.02992957746478873 5:0.022887323943661973 1:0.01584507042253521 2:0.008802816901408451 14:0.0017605633802816902 18:0.0017605633802816902 19:0.0017605633802816902 0:0.0017605633802816902 6:0.0017605633802816902 7:0.0017605633802816902 9:0.0017605633802816902 10:0.0017605633802816902
AP890127-0207 5:0.5351027397260274 16:0.17893835616438356 15:0.1035958904109589 9:0.0625 4:0.05565068493150685 1:0.02482876712328767 7:0.01113013698630137 12:0.007705479452054794 3:0.004280821917808219 8:0.004280821917808219 10:0.004280821917808219 11:8.561643835616438E-4 13:8.561643835616438E-4 14:8.561643835616438E-4 17:8.561643835616438E-4 18:8.561643835616438E-4 19:8.561643835616438E-4 0:8.561643835616438E-4 2:8.561643835616438E-4 6:8.561643835616438E-4
AP890127-0247 3:0.524294670846395 16:0.11990595611285267 12:0.10736677115987461 13:0.06974921630094044 6:0.05721003134796238 10:0.03526645768025078 0:0.022727272727272728 18:0.019592476489028215 1:0.013322884012539185 15:0.007053291536050157 9:0.007053291536050157 17:0.003918495297805642 5:0.003918495297805642 7:0.003918495297805642 11:7.836990595611285E-4 14:7.836990595611285E-4 19:7.836990595611285E-4 2:7.836990595611285E-4 4:7.836990595611285E-4 8:7.836990595611285E-4
AP890130-0137 3:0.5627340823970037 12:0.12827715355805244 16:0.06460674157303371 13:0.05711610486891386 1:0.03464419475655431 2:0.03464419475655431 4:0.03089887640449438 15:0.015917602996254682 18:0.012172284644194757 0:0.012172284644194757 7:0.012172284644194757 9:0.012172284644194757 10:0.012172284644194757 19:0.0046816479400749065 11:9.363295880149813E-4 14:9.363295880149813E-4 17:9.363295880149813E-4 5:9.363295880149813E-4 6:9.363295880149813E-4 8:9.363295880149813E-4
AP890131-0018 1:0.6031157270029673 16:0.1728486646884273 19:0.14020771513353117 7:0.030415430267062313 4:0.018545994065281898 0:0.015578635014836795 6:0.0066765578635014835 3:0.00370919881305638 11:7.41839762611276E-4 12:7.41839762611276E-4 13:7.41839762611276E-4 14:7.41839762611276E-4 15:7.41839762611276E-4 17:7.41839762611276E-4 18:7.41839762611276E-4 2:7.41839762611276E-4 5:7.41839762611276E-4 8:7.41839762611276E-4 9:7.41839762611276E-4 10:7.41839762611276E-4
AP890131-0040 9:0.19032921810699588 16:0.16152263374485595 1:0.14094650205761317 19:0.08333333333333333 6:0.07098765432098765 7:0.0668724279835391 8:0.0668724279835391 12:0.05864197530864197 15:0.050411522633744855 17:0.029835390946502057 0:0.01748971193415638 3:0.01748971193415638 11:0.013374485596707819 5:0.013374485596707819 10:0.013374485596707819 13:0.00102880658436214 14:0.00102880658436214 18:0.00102880658436214 2:0.00102880658436214 4:0.00102880658436214
AP890131-0127 2:0.42467948717948717 1:0.15544871794871795 16:0.12980769230769232 7:0.10416666666666667 13:0.07211538461538461 19:0.03365384615384615 3:0.020833333333333332 4:0.014423076923076924 15:0.008012820512820512 0:0.008012820512820512 9:0.008012820512820512 10:0.008012820512820512 11:0.0016025641025641025 12:0.0016025641025641025 14:0.0016025641025641025 17:0.0016025641025641025 18:0.0016025641025641025 5:0.0016025641025641025 6:0.0016025641025641025 8:0.0016025641025641025
AP890131-0132 3:0.7406716417910447 17:0.07649253731343283 7:0.06902985074626866 16:0.024253731343283583 1:0.024253731343283583 14:0.016791044776119403 5:0.016791044776119403 12:0.009328358208955223 11:0.0018656716417910447 13:0.0018656716417910447 15:0.0018656716417910447 18:0.0018656716417910447 19:0.0018656716417910447 0:0.0018656716417910447 2:0.0018656716417910447 4:0.0018656716417910447 6:0.0018656716417910447 8:0.0018656716417910447 9:0.0018656716417910447 10:0.0018656716417910447
AP890131-0191 1:0.18385214007782102 16:0.16439688715953307 4:0.1605058365758755 15:0.15272373540856032 7:0.1254863813229572 8:0.05544747081712062 18:0.03988326848249027 14:0.032101167315175094 11:0.016536964980544747 3:0.016536964980544747 12:0.01264591439688716 5:0.01264591439688716 0:0.008754863813229572 10:0.008754863813229572 2:0.0048638132295719845 13:9.727626459143969E-4 17:9.727626459143969E-4 19:9.727626459143969E-4 6:9.727626459143969E-4 9:9.727626459143969E-4
AP890131-0210 1:0.32884615384615384 16:0.24166666666666667 10:0.11602564102564103 11:0.11089743589743589 19:0.10576923076923077 6:0.03653846153846154 2:0.021153846153846155 3:0.013461538461538462 8:0.013461538461538462 0:0.003205128205128205 9:0.003205128205128205 12:6.41025641025641E-4 13:6.41025641025641E-4 14:6.41025641025641E-4 15:6.41025641025641E-4 17:6.41025641025641E-4 18:6.41025641025641E-4 4:6.41025641025641E-4 5:6.41025641025641E-4 7:6.41025641025641E-4
AP890131-0241 1:0.5307570977917981 19:0.12381703470031545 6:0.11435331230283911 16:0.08911671924290221 15:0.044952681388012616 0:0.01971608832807571 12:0.016561514195583597 13:0.016561514195583597 3:0.016561514195583597 2:0.013406940063091483 17:0.003943217665615142 4:0.003943217665615142 11:7.886435331230284E-4 14:7.886435331230284E-4 18:7.886435331230284E-4 5:7.886435331230284E-4 7:7.886435331230284E-4 8:7.886435331230284E-4 9:7.886435331230284E-4 10:7.886435331230284E-4
AP890131-0306 3:0.39864864864864863 12:0.2635135135135135 6:0.09234234234234234 13:0.0472972972972973 16:0.0472972972972973 0:0.02927927927927928 11:0.02027027027027027 4:0.02027027027027027 5:0.02027027027027027 9:0.02027027027027027 17:0.01126126126126126 7:0.01126126126126126 14:0.0022522522522522522 15:0.0022522522522522522 18:0.0022522522522522522 19:0.0022522522522522522 1:0.0022522522522522522 2:0.0022522522522522522 8:0.0022522522522522522 10:0.0022522522522522522
AP890201-0118 9:0.41159695817490494 16:0.18726235741444866 7:0.10741444866920152 15:0.09600760456273764 18:0.0655893536121673 5:0.04657794676806084 12:0.03136882129277566 3:0.03136882129277566 4:0.008555133079847909 14:0.004752851711026616 11:9.505703422053232E-4 13:9.505703422053232E-4 17:9.505703422053232E-4 19:9.505703422053232E-4 0:9.505703422053232E-4 1:9.505703422053232E-4 2:9.505703422053232E-4 6:9.505703422053232E-4 8:9.505703422053232E-4 10:9.505703422053232E-4
AP890202-0306 4:0.31640625 3:0.22578125 2:0.17265625 16:0.13203125 19:0.05078125 7:0.02578125 0:0.02265625 9:0.01640625 6:0.01015625 17:0.00703125 1:0.00703125 11:0.00390625 14:0.00390625 12:7.8125E-4 13:7.8125E-4 15:7.8125E-4 18:7.8125E-4 5:7.8125E-4 8:7.8125E-4 10:7.8125E-4
AP890203-0092 4:0.21363636363636362 15:0.16515151515151516 3:0.1590909090909091 8:0.09848484848484848 2:0.09242424242424242 5:0.09242424242424242 6:0.06818181818181818 16:0.05 9:0.013636363636363636 14:0.007575757575757576 17:0.007575757575757576 19:0.007575757575757576 0:0.007575757575757576 1:0.007575757575757576 11:0.0015151515151515152 12:0.0015151515151515152 13:0.0015151515151515152 18:0.0015151515151515152 7:0.0015151515151515152 10:0.0015151515151515152
AP890203-0233 17:0.5785714285714286 8:0.08714285714285715 3:0.07 14:0.06428571428571428 2:0.06428571428571428 18:0.041428571428571426 0:0.041428571428571426 5:0.018571428571428572 15:0.007142857142857143 16:0.007142857142857143 19:0.007142857142857143 11:0.0014285714285714286 12:0.0014285714285714286 13:0.0014285714285714286 1:0.0014285714285714286 4:0.0014285714285714286 6:0.0014285714285714286 7:0.0014285714285714286 9:0.0014285714285714286 10:0.0014285714285714286
AP890204-0093 12:0.23837209302325582 1:0.1866925064599483 16:0.18152454780361757 11:0.08333333333333333 19:0.0755813953488372 13:0.07299741602067183 0:0.04974160206718346 4:0.034237726098191215 6:0.029069767441860465 8:0.01614987080103359 7:0.013565891472868217 5:0.008397932816537468 15:0.003229974160206718 3:0.003229974160206718 14:6.459948320413437E-4 17:6.459948320413437E-4 18:6.459948320413437E-4 2:6.459948320413437E-4 9:6.459948320413437E-4 10:6.459948320413437E-4
AP890205-0088 18:0.4625748502994012 5:0.18712574850299402 16:0.13922155688622753 9:0.08532934131736528 15:0.04341317365269461 0:0.019461077844311378 12:0.01347305389221557 17:0.01347305389221557 11:0.0074850299401197605 19:0.0074850299401197605 1:0.0074850299401197605 13:0.0014970059880239522 14:0.0014970059880239522 2:0.0014970059880239522 3:0.0014970059880239522 4:0.0014970059880239522 6:0.0014970059880239522 7:0.0014970059880239522 8:0.0014970059880239522 10:0.0014970059880239522
AP890206-0019 9:0.2554945054945055 16:0.21153846153846154 3:0.18956043956043955 17:0.1565934065934066 11:0.06868131868131869 2:0.03571428571428571 7:0.03571428571428571 10:0.013736263736263736 12:0.0027472527472527475 13:0.0027472527472527475 14:0.0027472527472527475 15:0.0027472527472527475 18:0.0027472527472527475 19:0.0027472527472527475 0:0.0027472527472527475 1:0.0027472527472527475 4:0.0027472527472527475 5:0.0027472527472527475 6:0.0027472527472527475 8:0.0027472527472527475
AP890207-0096 9:0.6474358974358975 17:0.10897435897435898 14:0.057692307692307696 13:0.03205128205128205 2:0.03205128205128205 4:0.03205128205128205 11:0.00641025641025641 12:0.00641025641025641 15:0.00641025641025641 16:0.00641025641025641 18:0.00641025641025641 19:0.00641025641025641 0:0.00641025641025641 1:0.00641025641025641 3:0.00641025641025641 5:0.00641025641025641 6:0.00641025641025641 7:0.00641025641025641 8:0.00641025641025641 10:0.00641025641025641
AP890207-0226 12:0.2932372505543237 6:0.2777161862527716 16:0.12472283813747229 1:0.09146341463414634 15:0.06042128603104213 5:0.042682926829268296 13:0.027161862527716185 0:0.020509977827051 14:0.01164079822616408 7:0.01164079822616408 4:0.007206208425720621 11:0.004988913525498891 19:0.004988913525498891 8:0.004988913525498891 9:0.004988913525498891 17:0.002771618625277162 2:0.002771618625277162 3:0.002771618625277162 10:0.002771618625277162 18:5.543237250554324E-4
AP890208-0181 8:0.678030303030303 1:0.11742424242424243 5:0.08712121212121213 16:0.056818181818181816 2:0.016414141414141416 9:0.011363636363636364 13:0.006313131313131313 14:0.006313131313131313 10:0.006313131313131313 11:0.0012626262626262627 12:0.0012626262626262627 15:0.0012626262626262627 17:0.0012626262626262627 18:0.0012626262626262627 19:0.0012626262626262627 0:0.0012626262626262627 3:0.0012626262626262627 4:0.0012626262626262627 6:0.0012626262626262627 7:0.0012626262626262627
AP890208-0201 3:0.2323008849557522 0:0.1172566371681416 4:0.1172566371681416 2:0.1084070796460177 5:0.1084070796460177 8:0.1084070796460177 10:0.08185840707964602 7:0.03761061946902655 13:0.028761061946902654 9:0.01991150442477876 12:0.011061946902654867 6:0.011061946902654867 11:0.0022123893805309734 14:0.0022123893805309734 15:0.0022123893805309734 16:0.0022123893805309734 17:0.0022123893805309734 18:0.0022123893805309734 19:0.0022123893805309734 1:0.0022123893805309734
AP890208-0268 5:0.4634615384615385 15:0.14807692307692308 16:0.1326923076923077 3:0.09423076923076923 9:0.032692307692307694 12:0.025 7:0.025 19:0.01730769230769231 2:0.01730769230769231 11:0.009615384615384616 1:0.009615384615384616 10:0.009615384615384616 13:0.0019230769230769232 14:0.0019230769230769232 17:0.0019230769230769232 18:0.0019230769230769232 0:0.0019230769230769232 4:0.0019230769230769232 6:0.0019230769230769232 8:0.0019230769230769232
AP890208-0285 0:0.2825077399380805 17:0.27321981424148606 16:0.19272445820433437 12:0.08436532507739938 6:0.0565015479876161 9:0.02863777089783282 19:0.025541795665634675 13:0.01934984520123839 10:0.013157894736842105 15:0.003869969040247678 18:0.003869969040247678 3:0.003869969040247678 7:0.003869969040247678 8:0.003869969040247678 11:7.739938080495357E-4 14:7.739938080495357E-4 1:7.739938080495357E-4 2:7.739938080495357E-4 4:7.739938080495357E-4 5:7.739938080495357E-4
AP890209-0118 14:0.2732142857142857 16:0.22321428571428573 9:0.13035714285714287 3:0.0875 18:0.07321428571428572 7:0.07321428571428572 19:0.05892857142857143 11:0.023214285714285715 12:0.01607142857142857 8:0.01607142857142857 17:0.008928571428571428 13:0.0017857142857142857 15:0.0017857142857142857 0:0.0017857142857142857 1:0.0017857142857142857 2:0.0017857142857142857 4:0.0017857142857142857 5:0.0017857142857142857 6:0.0017857142857142857 10:0.0017857142857142857
AP890209-0206 0:0.30403930131004364 16:0.2472707423580786 12:0.11626637554585152 9:0.10971615720524018 19:0.0638646288209607 6:0.0638646288209607 11:0.035480349344978165 13:0.03329694323144105 14:0.007096069868995633 8:0.007096069868995633 10:0.0049126637554585155 3:0.0027292576419213972 15:5.458515283842794E-4 17:5.458515283842794E-4 18:5.458515283842794E-4 1:5.458515283842794E-4 2:5.458515283842794E-4 4:5.458515283842794E-4 5:5.458515283842794E-4 7:5.458515283842794E-4
AP890210-0006 2:0.4489966555183946 16:0.13795986622073578 9:0.08779264214046822 17:0.061036789297658864 1:0.061036789297658864 7:0.057692307692307696 11:0.034280936454849496 8:0.034280936454849496 5:0.024247491638795988 3:0.014214046822742474 13:0.010869565217391304 18:0.010869565217391304 10:0.007525083612040134 15:0.004180602006688963 12:8.361204013377926E-4 14:8.361204013377926E-4 19:8.361204013377926E-4 0:8.361204013377926E-4 4:8.361204013377926E-4 6:8.361204013377926E-4
AP890210-0244 5:0.41788321167883213 15:0.2427007299270073 3:0.1989051094890511 16:0.09671532846715329 11:0.009124087591240875 7:0.009124087591240875 12:0.0018248175182481751 13:0.0018248175182481751 14:0.0018248175182481751 17:0.0018248175182481751 18:0.0018248175182481751 19:0.0018248175182481751 0:0.0018248175182481751 1:0.0018248175182481751 2:0.0018248175182481751 4:0.0018248175182481751 6:0.0018248175182481751 8:0.0018248175182481751 9:0.0018248175182481751 10:0.0018248175182481751
AP890213-0153 7:0.25441176470588234 16:0.19558823529411765 5:0.1426470588235294 18:0.11911764705882352 3:0.0661764705882353 9:0.0661764705882353 13:0.054411764705882354 14:0.04264705882352941 12:0.013235294117647059 8:0.013235294117647059 11:0.007352941176470588 2:0.007352941176470588 10:0.007352941176470588 15:0.0014705882352941176 17:0.0014705882352941176 19:0.0014705882352941176 0:0.0014705882352941176 1:0.0014705882352941176 4:0.0014705882352941176 6:0.0014705882352941176
AP890213-0166 19:0.3359375 16:0.2450284090909091 6:0.13139204545454544 10:0.05184659090909091 12:0.049005681818181816 3:0.04616477272727273 0:0.03480113636363636 18:0.026278409090909092 11:0.01775568181818182 9:0.01775568181818182 1:0.012073863636363636 13:0.009232954545454546 17:0.009232954545454546 15:0.006392045454545455 4:0.0035511363636363635 14:7.102272727272727E-4 2:7.102272727272727E-4 5:7.102272727272727E-4 7:7.102272727272727E-4 8:7.102272727272727E-4
AP890213-0176 14:0.3514072847682119 16:0.31001655629139074 1:0.19743377483443708 6:0.10968543046357616 9:0.015314569536423841 4:0.0037251655629139072 5:0.0037251655629139072 12:0.0020695364238410598 8:0.0020695364238410598 11:4.139072847682119E-4 13:4.139072847682119E-4 15:4.139072847682119E-4 17:4.139072847682119E-4 18:4.139072847682119E-4 19:4.139072847682119E-4 0:4.139072847682119E-4 2:4.139072847682119E-4 3:4.139072847682119E-4 7:4.139072847682119E-4 10:4.139072847682119E-4
